Car_ID,Class,Price,Capacity
BH 3587 KS,Mini,213,4
BH 9429 JB,SUV,541,7
BH 0987 VG,Sedan,348,5
BH 4431 MJ,Sedan,304,5
BH 4399 VB,Sedan,302,5
BH 3642 QC,Sedan,404,5
BH 8971 FZ,Lux,948,5
BH 1030 KQ,Micro,222,2
BH 9486 KR,Sedan,350,5
BH 8818 BK,SUV,453,7
BH 7433 XX,Micro,213,2
BH 1106 UG,SUV,659,7
BH 8559 EI,Sedan,353,5
BH 3715 KC,Lux,1435,5
BH 8369 ZQ,SUV,759,7
BH 8451 RI,Mini,274,4
BH 1516 QZ,SUV,651,7
BH 7631 ML,Lux,1574,5
BH 5197 WS,Micro,272,2
BH 3504 TY,Lux,1600,5
BH 8335 VC,SUV,653,7
BH 8375 EW,Mini,331,4
BH 1322 LJ,Mini,206,4
BH 1926 YF,SUV,754,7
BH 8175 VG,Mini,374,4
BH 8964 SG,Lux,936,5
BH 4152 ZK,SUV,659,7
BH 2132 YX,Micro,167,2
BH 1261 GU,Micro,202,2
BH 5512 IQ,Sedan,308,5
BH 9799 VM,Mini,223,4
BH 8160 CH,Sedan,409,5
BH 8419 MG,Lux,1131,5
BH 5121 IL,Mini,365,4
BH 3762 DM,Mini,249,4
BH 3630 ES,Mini,239,4
BH 0624 FY,Mini,249,4
BH 7853 KM,Sedan,396,5
BH 6953 DE,Micro,170,2
BH 2528 QJ,Micro,186,2
BH 8417 QS,Lux,830,5
BH 8629 GS,Mini,205,4
BH 5329 QP,Lux,1180,5
BH 2429 NQ,SUV,451,7
BH 3490 TT,SUV,585,7
BH 2991 MZ,Micro,225,2
BH 6072 BA,Mini,243,4
BH 6111 QL,Lux,1371,5
BH 2716 JR,Mini,390,4
BH 0917 WP,Sedan,445,5
BH 9700 DQ,SUV,578,7
BH 9603 CU,Sedan,340,5
BH 2637 TL,Mini,375,4
BH 2198 GU,Mini,321,4
BH 0349 CX,Micro,201,2
BH 9978 UE,Sedan,373,5
BH 7779 CG,Micro,281,2
BH 6981 CZ,Lux,868,5
BH 6049 OE,Lux,1469,5
BH 5226 RO,Micro,180,2
BH 6124 ZW,Micro,190,2
BH 6668 ZC,Lux,923,5
BH 1722 BC,Lux,1300,5
BH 9160 ZC,Micro,174,2
BH 2499 VF,Micro,225,2
BH 1229 WO,Lux,951,5
BH 8069 EB,Sedan,387,5
BH 4945 VQ,Lux,1446,5
BH 3529 XP,Sedan,368,5
BH 9481 VF,Micro,163,2
BH 6971 LD,Lux,1014,5
BH 8775 BZ,Lux,823,5
BH 2974 PK,Lux,832,5
BH 0675 RJ,Sedan,413,5
BH 3356 CO,Sedan,310,5
BH 5405 TT,Sedan,329,5
BH 6606 BD,Mini,321,4
BH 2229 YV,Sedan,468,5
BH 2456 IV,Mini,320,4
BH 6583 LN,SUV,677,7
BH 4757 ET,Mini,389,4
BH 6490 GU,SUV,789,7
BH 9645 ID,Sedan,496,5
BH 6705 UZ,Mini,347,4
BH 1294 WV,SUV,696,7
BH 6374 WW,Mini,226,4
BH 9069 IF,Micro,236,2
BH 9335 YS,SUV,527,7
BH 3641 XL,Mini,253,4
BH 1090 AL,Mini,210,4
BH 1148 DJ,Mini,216,4
BH 2028 IL,Lux,1211,5
BH 7739 ZA,SUV,407,7
BH 7444 TS,Sedan,489,5
BH 8857 VR,Micro,174,2
BH 7758 BY,SUV,594,7
BH 8986 LM,Micro,300,2
BH 8654 GO,SUV,428,7
BH 5395 JV,SUV,668,7
BH 8079 JE,Lux,1457,5
BH 9297 GS,Micro,216,2
BH 5465 TV,Sedan,325,5
BH 3717 LM,SUV,786,7
BH 2597 OK,Sedan,471,5
BH 7725 ZB,Mini,341,4
BH 1804 RP,Lux,1115,5
BH 7617 VQ,Micro,250,2
BH 8589 BR,Lux,949,5
BH 1847 HC,Mini,362,4
BH 0327 VD,Sedan,479,5
BH 8720 IC,Lux,1213,5
BH 4189 IL,SUV,509,7
BH 3094 RC,SUV,699,7
BH 5651 VK,Sedan,471,5
BH 7227 PI,Lux,1567,5
BH 4657 OF,Sedan,433,5
BH 6334 PR,SUV,736,7
BH 6078 TD,Mini,397,4
BH 5806 BO,SUV,708,7
BH 7477 TJ,Mini,331,4
BH 5305 MU,Sedan,440,5
BH 1651 AM,Sedan,405,5
BH 6547 RM,Mini,219,4
BH 1178 RI,Sedan,306,5
BH 1157 II,SUV,490,7
BH 7978 FZ,Sedan,457,5
BH 5318 MF,Mini,279,4
BH 9049 WD,SUV,754,7
BH 5740 JN,Micro,257,2
BH 0988 WT,Lux,924,5
BH 4958 EU,Sedan,497,5
BH 1398 ED,Micro,213,2
BH 0435 HN,Lux,1498,5
BH 1025 ZF,SUV,683,7
BH 2449 OH,Lux,882,5
BH 4284 FX,Sedan,497,5
BH 7945 ZZ,Lux,940,5
BH 4014 CR,Micro,280,2
BH 3808 ID,Lux,1372,5
BH 5291 UA,Sedan,417,5
BH 5345 XW,Micro,169,2
BH 3331 RP,Sedan,452,5
BH 2910 GQ,Micro,191,2
BH 1519 VL,Lux,1490,5
BH 0463 RP,SUV,671,7
BH 3343 VP,Micro,166,2
BH 6025 JI,Lux,1418,5
BH 4884 ZM,SUV,471,7
BH 4075 MZ,Micro,231,2
BH 4145 EN,Sedan,448,5
BH 0919 SF,Lux,1373,5
BH 9911 YI,Sedan,366,5
BH 6236 DM,SUV,737,7
BH 1379 ZD,Lux,1048,5
BH 8667 NZ,SUV,763,7
BH 8354 ST,Sedan,355,5
BH 5167 GI,SUV,578,7
BH 6835 OB,Micro,174,2
BH 2001 NQ,SUV,718,7
BH 1287 ID,Micro,268,2
BH 4073 KY,Sedan,313,5
BH 0209 EX,Mini,209,4
BH 9437 IX,Micro,203,2
BH 1818 ZF,Sedan,457,5
BH 4284 PZ,Sedan,383,5
BH 8994 CW,SUV,461,7
BH 0298 ZX,Sedan,448,5
BH 2107 DG,SUV,614,7
BH 2609 RU,Micro,161,2
BH 3246 KM,Micro,260,2
BH 3989 KY,Micro,179,2
BH 8287 HI,Lux,1059,5
BH 6938 KL,Mini,253,4
BH 5855 PJ,Mini,358,4
BH 5042 DD,Micro,176,2
BH 3157 UL,Lux,849,5
BH 0882 AN,Mini,206,4
BH 3459 HR,Mini,294,4
BH 5020 VA,Micro,224,2
BH 3581 QT,Sedan,316,5
BH 2610 VH,Micro,287,2
BH 6511 NO,Mini,255,4
BH 8653 LT,Sedan,500,5
BH 8171 BJ,Micro,235,2
BH 3049 CG,Micro,216,2
BH 8851 AG,SUV,583,7
BH 8817 MS,SUV,442,7
BH 2491 UJ,Sedan,350,5
BH 3087 SI,Mini,339,4
BH 9775 PB,Micro,229,2
BH 4167 KS,SUV,702,7
BH 4595 YI,Mini,246,4
BH 5223 YT,SUV,686,7
BH 9451 RE,SUV,529,7
BH 3343 NK,Micro,218,2
BH 3664 QX,Sedan,328,5
BH 1608 PZ,SUV,423,7
BH 1100 QA,Micro,217,2
BH 3833 NA,Micro,190,2
BH 0740 BA,Micro,281,2
BH 9749 GP,Micro,276,2
BH 8099 OQ,Lux,1521,5
BH 7144 GQ,SUV,557,7
BH 7249 FE,Mini,335,4
BH 8509 ZE,SUV,653,7
BH 2030 GN,Micro,162,2
BH 0904 PB,Sedan,360,5
BH 6376 RF,Lux,1452,5
BH 9557 JR,Sedan,332,5
BH 6272 FI,Lux,972,5
BH 8320 SV,Lux,845,5
BH 6072 GC,Lux,959,5
BH 0599 VY,Sedan,458,5
BH 3180 EY,SUV,613,7
BH 7193 LE,Micro,245,2
BH 8379 FX,Lux,1456,5
BH 3171 XX,Mini,353,4
BH 5394 VI,Mini,333,4
BH 6238 WF,Lux,1145,5
BH 6535 BK,SUV,712,7
BH 3014 YP,Sedan,401,5
BH 7196 SZ,Micro,260,2
BH 5647 MH,SUV,791,7
BH 9461 AP,Sedan,397,5
BH 3190 DQ,Micro,230,2
BH 9076 CF,Lux,1490,5
BH 3842 XV,SUV,625,7
BH 3002 UP,Micro,184,2
BH 4851 CS,Micro,284,2
BH 1228 WR,Sedan,379,5
BH 8312 OW,Mini,351,4
BH 2467 KE,Mini,221,4
BH 8916 XD,Lux,1219,5
BH 1522 AL,Mini,238,4
BH 4861 TP,Lux,1177,5
BH 5210 WA,Sedan,320,5
BH 4059 IE,Mini,377,4
BH 8223 MX,Micro,242,2
BH 2792 PY,Micro,265,2
BH 5690 DR,SUV,557,7
BH 2940 ZK,Lux,1551,5
BH 5821 LN,Sedan,480,5
BH 0942 UY,SUV,648,7
BH 9501 CP,Mini,329,4
BH 6451 SG,Sedan,341,5
BH 1660 ZA,SUV,453,7
BH 6352 NR,Micro,252,2
BH 7946 UL,SUV,495,7
BH 4481 ZV,Mini,266,4
BH 9313 FC,Lux,914,5
BH 5516 FQ,Micro,211,2
BH 5572 WI,Micro,222,2
BH 2501 GZ,Sedan,372,5
BH 3336 PK,Lux,1319,5
BH 6670 QF,Sedan,314,5
BH 1744 HH,Sedan,492,5
BH 7373 FX,SUV,425,7
BH 3641 AX,Micro,166,2
BH 4445 ZA,Lux,1343,5
BH 4434 YZ,Mini,239,4
BH 2455 QB,Mini,221,4
BH 4137 SS,SUV,714,7
BH 4218 YP,Mini,303,4
BH 0408 CO,Mini,363,4
BH 2093 ZL,Mini,377,4
BH 1445 MU,Mini,329,4
BH 7222 CZ,Lux,1457,5
BH 3476 EE,Lux,1526,5
BH 9293 US,Mini,368,4
BH 2441 KB,Mini,316,4
BH 7458 AO,Micro,151,2
BH 9110 CG,Mini,362,4
BH 0001 OL,SUV,592,7
BH 0964 XO,Lux,1311,5
BH 6849 JX,Sedan,421,5
BH 6542 NK,SUV,587,7
BH 7748 KO,SUV,798,7
BH 0510 JJ,Micro,284,2
BH 8079 MK,Micro,173,2
BH 6271 YT,Mini,316,4
BH 2105 BE,Lux,957,5
BH 2698 UI,Mini,366,4
BH 8058 MD,Sedan,427,5
BH 3790 SM,SUV,654,7
BH 7996 ZP,Mini,373,4
BH 6786 SX,Lux,929,5
BH 2753 QF,Sedan,492,5
BH 2325 KR,SUV,546,7
BH 6351 HY,Micro,181,2
BH 1853 LT,Micro,235,2
BH 5525 EU,Lux,1479,5
BH 5912 UO,SUV,485,7
BH 9574 YH,Lux,1166,5
BH 2478 KL,Sedan,445,5
BH 9000 YD,Sedan,387,5
BH 9657 FT,Lux,1200,5
BH 1938 PT,Sedan,351,5
BH 1598 VQ,Sedan,434,5
BH 0490 XN,Lux,1493,5
BH 5322 MO,Sedan,319,5
BH 4032 DK,Mini,399,4
BH 8047 UD,Lux,1559,5
BH 1730 PI,SUV,737,7
BH 0352 OX,Micro,193,2
BH 5592 LM,SUV,767,7
BH 4245 YU,SUV,469,7
BH 2961 CT,Mini,235,4
BH 3408 JC,Sedan,446,5
BH 0335 IL,Sedan,385,5
BH 6297 PB,Lux,1239,5
BH 3599 VX,Mini,268,4
BH 9685 DX,Mini,330,4
BH 2790 BV,Sedan,500,5
BH 0078 QC,Sedan,316,5
BH 2842 UW,Lux,1598,5
BH 0469 RJ,SUV,661,7
BH 2994 DT,Sedan,344,5
BH 9893 ON,Micro,159,2
BH 7787 ET,SUV,589,7
BH 6869 CE,Mini,397,4
BH 1182 WT,Mini,313,4
BH 2975 OH,SUV,423,7
BH 8684 YQ,Sedan,408,5
BH 5885 XC,Lux,1280,5
BH 1987 WA,SUV,469,7
BH 6312 BQ,Sedan,342,5
BH 9367 LL,Sedan,426,5
BH 1909 JC,Micro,190,2
BH 6176 EW,Lux,1028,5
BH 1941 GJ,Sedan,300,5
BH 0347 UD,SUV,756,7
BH 7438 GM,Sedan,471,5
BH 3618 EE,Micro,246,2
BH 4359 MT,Lux,1469,5
BH 7229 LA,Mini,278,4
BH 9198 BN,Mini,276,4
BH 2320 IR,Sedan,477,5
BH 7870 JC,Sedan,324,5
BH 3485 ON,SUV,603,7
BH 1025 QT,Micro,177,2
BH 4453 QC,SUV,480,7
BH 5541 CT,Mini,385,4
BH 9210 PZ,Lux,998,5
BH 1334 XU,Lux,815,5
BH 9750 ZN,Mini,387,4
BH 4701 SL,SUV,620,7
BH 8443 VX,Lux,1378,5
BH 5550 JV,Lux,1360,5
BH 0684 CC,Lux,1177,5
BH 5302 VD,Mini,350,4
BH 8012 IY,Sedan,452,5
BH 1289 SM,Lux,958,5
BH 5613 RX,Micro,167,2
BH 0720 IW,Micro,176,2
BH 5895 GM,Sedan,465,5
BH 4273 YG,Sedan,478,5
BH 8818 QN,SUV,594,7
BH 9820 JC,Lux,940,5
BH 4722 LN,Micro,170,2
BH 8006 MP,Micro,269,2
BH 1077 IY,Lux,984,5
BH 6002 DC,SUV,446,7
BH 7261 CA,Mini,322,4
BH 8082 GI,SUV,591,7
BH 4645 YU,Mini,297,4
BH 5474 HM,SUV,431,7
BH 3644 OT,Mini,388,4
BH 0700 HV,SUV,784,7
BH 7262 YD,Sedan,370,5
BH 8196 YM,Sedan,468,5
BH 5242 AQ,Mini,332,4
BH 6282 BK,SUV,639,7
BH 1881 GT,Micro,187,2
BH 0395 EE,Lux,1464,5
BH 5037 PD,Mini,394,4
BH 4233 QV,Lux,1439,5
BH 9337 HP,Mini,361,4
BH 8635 WN,Lux,1102,5
BH 0395 QY,Mini,239,4
BH 0918 JF,SUV,600,7
BH 1275 DV,Micro,214,2
BH 4592 NH,Lux,1586,5
BH 8222 KQ,Micro,177,2
BH 9036 UV,Sedan,332,5
BH 9772 FC,Micro,285,2
BH 2772 EW,Micro,216,2
BH 2798 DJ,Micro,202,2
BH 4778 TM,SUV,583,7
BH 0689 QK,SUV,405,7
BH 5782 AY,Lux,1346,5
BH 1767 PK,Micro,277,2
BH 6261 CC,Micro,227,2
BH 5244 XQ,Lux,953,5
BH 2286 JA,Lux,1555,5
BH 3184 QK,Mini,277,4
BH 7832 II,Lux,1598,5
BH 7542 WV,SUV,419,7
BH 8007 JM,SUV,596,7
BH 1750 MF,Mini,261,4
BH 7508 AL,Sedan,348,5
BH 5851 OZ,Lux,1102,5
BH 2962 PO,Sedan,318,5
BH 7749 BX,SUV,691,7
BH 1445 ED,SUV,567,7
BH 8803 SA,Sedan,336,5
BH 2047 RJ,Micro,193,2
BH 7421 YQ,Sedan,430,5
BH 6582 XL,Lux,1379,5
BH 5923 VW,Lux,1486,5
BH 1600 DW,Lux,1076,5
BH 1631 RS,Micro,180,2
BH 9172 YO,Lux,1091,5
BH 9197 TW,Sedan,388,5
BH 1133 IW,SUV,746,7
BH 1362 RU,Micro,234,2
BH 2530 HC,Lux,900,5
BH 7310 OP,SUV,485,7
BH 0143 OT,Lux,1538,5
BH 0090 ZF,SUV,575,7
BH 0323 RH,Micro,213,2
BH 5241 GX,Lux,1325,5
BH 8796 GJ,Micro,218,2
BH 7177 QE,Sedan,432,5
BH 1270 VE,Lux,1546,5
BH 5326 SS,Sedan,384,5
BH 4268 TQ,Micro,189,2
BH 3731 QM,Mini,213,4
BH 1939 SP,Mini,356,4
BH 1587 UO,Micro,279,2
BH 9724 ZH,Mini,297,4
BH 9146 LX,Mini,378,4
BH 6722 BS,Mini,247,4
BH 8155 BA,Mini,396,4
BH 5234 PF,Sedan,398,5
BH 1405 NW,Mini,272,4
BH 6313 OP,Mini,274,4
BH 7019 ZH,Micro,293,2
BH 4553 ZL,Micro,178,2
BH 8812 OJ,SUV,656,7
BH 4700 IG,Sedan,348,5
BH 3763 OM,Mini,235,4
BH 1039 XH,Micro,153,2
BH 9999 PW,Sedan,450,5
BH 2007 UY,Sedan,398,5
BH 0745 LC,SUV,779,7
BH 7707 XT,Sedan,315,5
BH 1848 NS,Mini,392,4
BH 6247 OF,Micro,259,2
BH 5350 YD,Sedan,460,5
BH 2460 IL,Sedan,442,5
BH 2431 LX,SUV,605,7
BH 7413 FY,Mini,349,4
BH 1931 BC,Lux,1123,5
BH 6669 CU,Lux,826,5
BH 8588 ZT,SUV,464,7
BH 0148 ZA,Sedan,499,5
BH 7449 JG,Micro,258,2
BH 6045 FP,Micro,221,2
BH 1941 MX,Lux,1567,5
BH 7202 WQ,Lux,1255,5
BH 7841 HL,SUV,462,7
BH 4237 TH,Micro,179,2
BH 4652 UY,Micro,156,2
BH 8526 AF,Mini,360,4
BH 2661 WU,Micro,223,2
BH 7512 VN,Sedan,475,5
BH 3867 RB,Sedan,469,5
BH 6084 QS,Lux,978,5
BH 0286 UA,Mini,256,4
BH 6291 HP,SUV,451,7
BH 9188 YB,Micro,275,2
BH 4937 FD,SUV,525,7
BH 5864 PO,Micro,297,2
BH 4082 FA,Micro,158,2
BH 2730 XS,SUV,450,7
BH 2844 FC,SUV,566,7
BH 5936 OJ,SUV,762,7
BH 4005 XT,Lux,929,5
BH 0641 UG,Sedan,425,5
BH 2714 KE,Mini,353,4
BH 0271 KF,Sedan,474,5
BH 6054 IA,Micro,227,2
BH 9906 GU,Micro,285,2
BH 8585 IL,Sedan,372,5
BH 5576 DH,Lux,1005,5
BH 6606 WE,SUV,741,7
BH 1874 IJ,Mini,306,4
BH 0523 VW,Mini,366,4
BH 2625 BI,Sedan,380,5
BH 9525 MO,Lux,1020,5
BH 4526 NO,Mini,254,4
BH 4391 HW,Micro,247,2
BH 7963 CB,Mini,360,4
BH 4231 IY,SUV,621,7
BH 1241 HF,Sedan,352,5
BH 6276 CQ,SUV,734,7
BH 6061 GM,SUV,718,7
BH 4166 UD,Micro,186,2
BH 3890 XB,Lux,1502,5
BH 0190 XF,Mini,390,4
BH 4202 VJ,Mini,338,4
BH 6081 CY,Micro,224,2
BH 3327 MJ,Micro,208,2
BH 5622 HG,Sedan,434,5
BH 1656 WU,Lux,1332,5
BH 0802 OQ,Micro,270,2
BH 2507 ZP,Micro,197,2
BH 0831 AV,Micro,201,2
BH 2354 QP,Mini,283,4
BH 4187 ZD,Mini,220,4
BH 7362 ME,Sedan,349,5
BH 8459 QK,Sedan,365,5
BH 3874 QD,Lux,1554,5
BH 8143 LS,Lux,1421,5
BH 3061 HD,Lux,1345,5
BH 5039 FT,SUV,579,7
BH 7663 CM,SUV,480,7
BH 4347 ZM,Mini,255,4
BH 2506 CK,Lux,1112,5
BH 0182 BK,Mini,361,4
BH 2810 QP,Lux,1143,5
BH 1582 ZD,Mini,371,4
BH 4534 KK,SUV,591,7
BH 0115 TD,Micro,277,2
BH 1400 NC,Mini,374,4
BH 0072 BA,Lux,1167,5
BH 0820 PW,Micro,211,2
BH 5063 DY,Lux,1440,5
BH 3529 FU,SUV,745,7
BH 1682 XG,Mini,364,4
BH 3310 HD,Micro,239,2
BH 2945 OY,Sedan,443,5
BH 5021 ZC,Mini,386,4
BH 3702 SV,SUV,517,7
BH 5627 SF,Micro,259,2
BH 0948 QR,Sedan,301,5
BH 1888 ET,Lux,849,5
BH 9077 TG,Sedan,318,5
BH 6865 WG,Lux,957,5
BH 9184 ND,Mini,220,4
BH 5314 AN,Mini,299,4
BH 7305 ST,SUV,520,7
BH 6338 AH,SUV,764,7
BH 1163 AV,SUV,467,7
BH 6846 WV,Sedan,323,5
BH 0660 MF,Lux,1141,5
BH 8032 XB,Mini,399,4
BH 8561 PN,SUV,587,7
BH 0701 DN,Mini,221,4
BH 7362 SF,Mini,378,4
BH 2083 FE,Mini,397,4
BH 9733 GD,Mini,263,4
BH 3303 FM,Sedan,461,5
BH 8558 IO,Sedan,420,5
BH 5797 SL,Lux,1412,5
BH 5410 RY,Mini,257,4
BH 9320 OO,Sedan,496,5
BH 4729 MC,Sedan,354,5
BH 0660 RY,Sedan,397,5
BH 0401 NT,Mini,222,4
BH 1497 TS,SUV,512,7
BH 2937 PO,Lux,1135,5
BH 0401 FG,Lux,1366,5
BH 5211 JL,Lux,938,5
BH 3988 YV,Sedan,385,5
BH 9759 SH,SUV,438,7
BH 3564 CM,SUV,695,7
BH 8086 GD,SUV,747,7
BH 5105 ID,Lux,1361,5
BH 7742 CR,Lux,1309,5
BH 2622 EN,Sedan,361,5
BH 5153 WA,Sedan,391,5
BH 0972 LM,Micro,250,2
BH 1793 SD,Lux,1600,5
BH 3534 QT,SUV,738,7
BH 1456 TS,Mini,384,4
BH 8390 FQ,Lux,1025,5
BH 8769 UA,Lux,1456,5
BH 8475 AN,SUV,799,7
BH 1446 XC,SUV,419,7
BH 6686 IJ,Lux,891,5
BH 3284 ZU,Lux,1087,5
BH 4406 BT,Micro,196,2
BH 0732 QY,Mini,321,4
BH 7711 EC,SUV,510,7
BH 0600 DK,Lux,1310,5
BH 3896 OU,Lux,1086,5
BH 6361 IZ,Sedan,385,5
BH 3194 YA,SUV,454,7
BH 0945 OS,SUV,716,7
BH 7885 LJ,Mini,299,4
BH 4046 AZ,SUV,452,7
BH 6521 FX,Sedan,451,5
BH 5637 CK,Micro,288,2
BH 2386 RR,Micro,249,2
BH 3919 HL,Mini,271,4
BH 2275 PQ,Sedan,307,5
BH 0739 WC,Micro,287,2
BH 2948 EB,Sedan,351,5
BH 4770 YB,Sedan,424,5
BH 8446 MK,Mini,285,4
BH 2834 WS,Lux,1365,5
BH 4172 JZ,Micro,235,2
BH 0021 AG,Micro,170,2
BH 6754 RV,Lux,1367,5
BH 3588 VS,Lux,1488,5
BH 6083 OT,Lux,923,5
BH 7193 EV,SUV,623,7
BH 4658 CE,Lux,859,5
BH 5718 DH,Micro,282,2
BH 1324 MN,Lux,1095,5
BH 5367 FE,Mini,335,4
BH 5642 WP,Mini,304,4
BH 1536 VN,Micro,251,2
BH 3854 DO,Lux,993,5
BH 9582 JJ,Micro,232,2
BH 2952 DZ,Micro,231,2
BH 2155 QL,Mini,326,4
BH 1192 HI,SUV,592,7
BH 6721 SA,Sedan,362,5
BH 1637 FV,Sedan,419,5
BH 2147 GD,SUV,769,7
BH 7666 BK,Lux,1127,5
BH 5240 VB,Mini,333,4
BH 3512 TC,SUV,567,7
BH 2919 VL,Lux,1248,5
BH 0118 PI,Lux,1468,5
BH 1448 RM,Lux,1082,5
BH 7234 LB,Mini,399,4
BH 5116 YZ,Micro,202,2
BH 8726 HV,Micro,182,2
BH 6603 IC,Lux,975,5
BH 4133 HP,SUV,426,7
BH 5741 NX,Mini,314,4
BH 2299 NT,Mini,220,4
BH 2773 ZY,SUV,482,7
BH 7497 FM,Micro,266,2
BH 1683 GA,Lux,933,5
BH 3750 UX,SUV,594,7
BH 1486 ZG,Lux,1152,5
BH 6729 ZU,Micro,244,2
BH 8541 UV,Micro,188,2
BH 8737 ZM,SUV,419,7
BH 8071 HM,Mini,365,4
BH 5698 YY,Micro,232,2
BH 7547 RC,Micro,212,2
BH 2633 LQ,Lux,1041,5
BH 3611 HJ,Lux,1134,5
BH 9102 YW,Lux,1307,5
BH 7318 DX,Mini,241,4
BH 7714 UX,Lux,1091,5
BH 2863 FM,Mini,332,4
BH 3003 XW,Micro,226,2
BH 1297 IU,Sedan,358,5
BH 2371 BY,Mini,311,4
BH 9484 PN,SUV,548,7
BH 1004 YB,Mini,333,4
BH 0307 XH,Lux,1203,5
BH 5855 CA,SUV,453,7
BH 3649 LF,SUV,543,7
BH 5352 YY,SUV,590,7
BH 1586 OX,Lux,1538,5
BH 6083 IO,Mini,328,4
BH 0024 LN,Lux,1335,5
BH 9963 EN,Sedan,423,5
BH 3324 OL,Mini,209,4
BH 8786 YN,Mini,208,4
BH 0743 LJ,SUV,503,7
BH 0723 ZX,Sedan,364,5
BH 1396 CN,SUV,791,7
BH 2074 KI,Sedan,456,5
BH 1863 MP,Lux,1345,5
BH 5887 SR,SUV,695,7
BH 9874 DV,Sedan,367,5
BH 4693 CH,Micro,219,2
BH 7581 XD,Micro,220,2
BH 2602 RT,SUV,736,7
BH 5036 LA,Sedan,493,5
BH 6017 DH,Lux,824,5
BH 2493 BB,Micro,299,2
BH 8078 KE,Sedan,441,5
BH 7432 WY,Micro,158,2
BH 1340 LW,Lux,884,5
BH 8680 ND,Lux,1423,5
BH 6016 EM,SUV,687,7
BH 3784 BB,Mini,264,4
BH 9775 OT,Mini,322,4
BH 0506 ZC,SUV,521,7
BH 8145 WL,Lux,963,5
BH 0477 BT,Micro,200,2
BH 8154 OV,Micro,234,2
BH 6250 PS,Micro,160,2
BH 6776 OY,Micro,239,2
BH 7225 NV,Sedan,445,5
BH 8817 NQ,Mini,210,4
BH 7619 PT,Mini,386,4
BH 2998 DZ,Mini,358,4
BH 5671 KS,Sedan,499,5
BH 4365 ZN,SUV,655,7
BH 3092 IA,SUV,701,7
BH 1896 CA,Mini,376,4
BH 8811 PW,Lux,1544,5
BH 5356 GT,Sedan,325,5
BH 7086 BG,Mini,296,4
BH 0204 GT,Mini,227,4
BH 8032 YR,SUV,551,7
BH 3125 XQ,Lux,1075,5
BH 0133 UG,Sedan,346,5
BH 5538 ES,Mini,399,4
BH 9797 MF,Micro,200,2
BH 8970 SE,Micro,154,2
BH 3017 TZ,Lux,1070,5
BH 8036 BV,Micro,165,2
BH 5918 PK,Micro,213,2
BH 2431 UE,Lux,1393,5
BH 6470 VN,SUV,538,7
BH 5240 XZ,Sedan,422,5
BH 3268 IL,Sedan,359,5
BH 0986 PE,Micro,294,2
BH 8491 YN,Micro,298,2
BH 0191 QH,Lux,884,5
BH 7242 BF,Mini,351,4
BH 5550 ON,SUV,743,7
BH 0209 UO,Mini,352,4
BH 6765 HA,SUV,476,7
BH 0609 CT,Lux,1156,5
BH 8740 KM,Mini,262,4
BH 6445 BI,SUV,664,7
BH 5121 YO,Sedan,385,5
BH 9217 BW,Sedan,368,5
BH 9910 ZG,SUV,776,7
BH 7015 PX,Mini,270,4
BH 9860 ZR,Mini,216,4
BH 6662 WC,Sedan,335,5
BH 3252 ZG,Lux,856,5
BH 4901 ON,Mini,369,4
BH 2458 ZO,Micro,191,2
BH 0469 XI,Lux,1062,5
BH 5106 ID,Lux,1450,5
BH 2364 YN,Mini,304,4
BH 1069 BC,Sedan,327,5
BH 9336 CN,Micro,196,2
BH 5651 JI,Lux,990,5
BH 7482 AF,SUV,400,7
BH 7507 XF,Micro,278,2
BH 9359 MM,SUV,681,7
BH 5692 DF,Micro,204,2
BH 6013 IW,Micro,159,2
BH 7052 ES,Micro,263,2
BH 4924 JG,Lux,1289,5
BH 1464 PG,Lux,970,5
BH 7326 QB,SUV,754,7
BH 6614 PS,Lux,1159,5
BH 1953 XL,Lux,1271,5
BH 2853 ZV,SUV,643,7
BH 1189 TI,SUV,701,7
BH 8879 OH,Sedan,398,5
BH 7502 OV,Lux,969,5
BH 6820 NW,SUV,621,7
BH 7939 UP,SUV,494,7
BH 2740 ZG,SUV,672,7
BH 6933 FY,Lux,1574,5
BH 8053 ED,Lux,1390,5
BH 7842 HQ,Sedan,365,5
BH 6369 AP,Micro,260,2
BH 5359 JQ,Lux,1234,5
BH 3420 WR,Mini,340,4
BH 5479 KV,Sedan,496,5
BH 5756 BR,Lux,1298,5
BH 7864 QE,Micro,165,2
BH 5216 KP,Sedan,447,5
BH 2404 TA,Mini,294,4
BH 7199 WT,Mini,296,4
BH 4451 WK,Micro,284,2
BH 7615 GR,Sedan,492,5
BH 4735 IX,Sedan,444,5
BH 2640 RP,Sedan,425,5
BH 4895 AN,Mini,338,4
BH 8135 OF,Micro,260,2
BH 6934 KT,Lux,1531,5
BH 3573 KP,SUV,588,7
BH 0994 RX,Micro,264,2
BH 0078 FX,Mini,352,4
BH 3858 DR,Mini,306,4
BH 4764 ET,Lux,1584,5
BH 2963 TZ,Sedan,480,5
BH 6464 LK,Sedan,494,5
BH 2270 ZL,SUV,659,7
BH 8830 GX,Micro,201,2
BH 6033 ME,Micro,215,2
BH 4717 DH,Sedan,455,5
BH 4910 TU,Lux,990,5
BH 0330 UV,Sedan,401,5
BH 0013 NP,Sedan,343,5
BH 9627 KZ,Sedan,396,5
BH 6895 NO,Sedan,465,5
BH 1625 AL,SUV,609,7
BH 1743 DE,Sedan,308,5
