Train_ID,Train_Name,Departure_ID,Arrival_ID,Departure_Time,Arrival_Time,Platform,Duration
479,Banihal Railway Station - Vizianagaram Junction Express,49,447,2023-10-20 01:50:49,2023-10-20 16:23:49,9,873
480,Mumbai Lokmanya Tilak Terminus - Bhusaval Junction Express,217,225,2023-09-21 19:17:26,2023-09-22 09:59:26,8,882
481,Anuppur Junction - Chittorgarh Junction Express,354,108,2023-09-30 01:20:23,2023-09-30 17:18:23,9,958
482,Agra Cantt Railway Station - Vizianagaram Junction Express,80,447,2023-09-14 16:34:59,2023-09-15 02:25:59,5,591
483,Dudhsagar Railway Station - Faridabad Express,413,25,2023-09-01 18:08:45,2023-09-02 11:17:45,5,1029
484,Kottayam Railway Station - Delhi Shahdara Railway Station Express,361,35,2023-10-23 07:55:56,2023-10-24 01:12:56,4,1037
485,Chikkamagaluru Railway Station - Darbhanga Junction Express,274,161,2023-09-26 08:45:19,2023-09-26 19:31:19,7,646
486,Dimapur Railway Station - Sonipat Express,356,20,2023-10-20 21:43:11,2023-10-21 08:13:11,9,630
487,Navsari Railway Station - Bankura Railway Station Express,394,253,2023-09-23 11:07:47,2023-09-24 01:03:47,10,836
488,Karnal - Vikarabad Junction Express,15,305,2023-10-24 20:40:54,2023-10-25 06:44:54,1,604
489,Thiruvalla Railway Station - Dhenkanal Railway Station Express,367,433,2023-09-13 00:50:21,2023-09-13 13:49:21,1,779
490,Old Delhi Railway Station - Silchar Railway Station Express,27,279,2023-09-11 18:23:47,2023-09-12 12:21:47,6,1078
491,Jaipur Junction - Dimapur Railway Station Express,97,356,2023-10-10 17:34:15,2023-10-11 03:09:15,1,575
492,Dabolim Railway Station - Navsari Railway Station Express,406,394,2023-10-25 13:46:44,2023-10-26 04:33:44,4,887
493,New Tinsukia Junction - Calicut Mini (Beypore Railway Station Express,291,376,2023-10-16 05:14:53,2023-10-16 22:39:53,10,1045
494,Dongargarh Railway Station - Kharsia Railway Station Express,346,350,2023-10-15 00:01:39,2023-10-15 17:39:39,9,1058
495,Katra Railway Station - Gaya Junction Express,63,158,2023-09-14 17:56:27,2023-09-15 06:25:27,5,749
496,Lingampet-Jagityal Railway Station - Jiribam Railway Station Express,312,315,2023-09-12 23:39:57,2023-09-13 16:02:57,8,983
497,Koppal Railway Station - Bathinda Junction Express,271,207,2023-09-08 01:16:18,2023-09-08 18:41:18,7,1045
498,Barsi Takht Railway Station - Anakapalle Railway Station Express,129,449,2023-09-09 13:09:52,2023-09-10 00:38:52,8,689
499,Dindigul Junction - Bidar Railway Station Express,335,267,2023-10-04 00:29:04,2023-10-04 16:52:04,5,983
500,Gaya Junction - Udupi Railway Station Express,158,268,2023-10-29 05:25:39,2023-10-29 20:19:39,6,894
501,Howrah Junction - Bengaluru City Railway Station Express,242,256,2023-10-17 20:19:06,2023-10-18 06:04:06,5,585
502,Jalandhar City Railway Station - Ludhiana Junction Express,205,197,2023-10-25 15:20:23,2023-10-26 01:18:23,3,598
503,Dumka Railway Station - Rohtak Junction Express,194,8,2023-10-19 11:20:12,2023-10-19 20:34:12,2,554
504,Samastipur Junction - Hamirpur Railway Station Express,173,122,2023-09-25 19:56:42,2023-09-26 10:52:42,2,896
505,Sancoale Railway Station - Vivek Vihar Railway Station Express,404,36,2023-10-29 11:03:00,2023-10-30 04:38:00,5,1055
506,Ongole Railway Station - Muzaffarpur Junction Express,445,139,2023-10-12 13:39:45,2023-10-12 23:43:45,8,604
507,Belagavi Railway Station - Shoranur Junction Express,259,375,2023-10-16 20:09:51,2023-10-17 05:16:51,3,547
508,Hisar Junction - Badgam Railway Station Express,18,58,2023-09-01 00:00:23,2023-09-01 16:46:23,4,1006
509,Yamunanagar Jagadhri - Goraul Railway Station Express,14,171,2023-10-08 02:50:28,2023-10-08 19:26:28,8,996
510,Bhilwara - Bhiwani Junction Express,106,10,2023-09-11 11:34:19,2023-09-11 22:15:19,8,641
511,Jind Junction - Kannur Railway Station Express,22,365,2023-09-09 16:56:54,2023-09-10 07:57:54,2,901
512,Nashik Road Railway Station - Durg Junction Express,221,338,2023-09-29 10:31:11,2023-09-30 01:56:11,8,925
513,Junagadh Junction - Chennai Central Railway Station Express,383,316,2023-09-25 20:42:05,2023-09-26 09:05:05,10,743
514,Hospet Junction - Guntur Junction Express,273,439,2023-10-05 14:02:51,2023-10-06 02:23:51,4,741
515,Kharagpur Junction - Vikasnagar Railway Station Express,252,136,2023-09-20 09:50:10,2023-09-21 00:11:10,1,861
516,Hisar Junction - Keonjhar Railway Station Express,7,429,2023-10-12 09:43:41,2023-10-13 02:57:41,8,1034
517,Srinagar Railway Station - Dimapur Railway Station Express,55,356,2023-09-04 16:49:30,2023-09-05 06:55:30,3,846
518,New Bongaigaon Junction - Hisar Junction Express,281,18,2023-09-15 20:27:06,2023-09-16 09:23:06,4,776
519,Ambala City - Bilimora Junction Express,2,395,2023-10-07 18:53:19,2023-10-08 09:55:19,5,902
520,Saharsa Junction - Kannur Railway Station Express,144,365,2023-09-30 19:25:57,2023-10-01 11:28:57,2,963
521,Vasai Road Railway Station - Chandar Railway Station Express,234,411,2023-10-26 05:07:25,2023-10-26 15:14:25,10,607
522,Hanumangarh Junction - Kushinagar Railway Station Express,115,94,2023-10-21 10:31:29,2023-10-21 19:32:29,2,541
523,Qazigund Railway Station - Mansa Railway Station Express,71,215,2023-10-14 09:16:02,2023-10-14 19:39:02,6,623
524,Bhilwara - Patiala Railway Station Express,106,206,2023-10-17 19:27:53,2023-10-18 09:18:53,2,831
525,Keonjhar Railway Station - Korba Railway Station Express,429,340,2023-10-09 02:24:13,2023-10-09 15:56:13,9,812
526,Udhampur Railway Station - Pernem Railway Station Express,62,401,2023-10-09 15:31:12,2023-10-10 01:51:12,6,620
527,Udhampur Railway Station - Koppal Railway Station Express,62,271,2023-10-18 02:13:41,2023-10-18 19:58:41,10,1065
528,Kurukshetra Junction - Puri Railway Station Express,17,419,2023-10-25 16:29:52,2023-10-26 06:29:52,4,840
529,Patna Junction - Nadiad Junction Express,137,387,2023-09-22 10:32:15,2023-09-23 00:06:15,9,814
530,Buxar Railway Station - Kendujhargarh Railway Station Express,166,427,2023-09-05 22:25:58,2023-09-06 08:48:58,4,623
531,Bharatpur Junction - Yamunanagar Jagadhri Express,104,3,2023-09-07 11:26:21,2023-09-07 20:35:21,3,549
532,Cansarvornem Railway Station - Sultanpur Junction Railway Station Express,412,95,2023-10-04 17:36:44,2023-10-05 03:39:44,10,603
533,Dharamsala Railway Station - Tindivanam Railway Station Express,120,332,2023-10-21 14:42:03,2023-10-22 01:20:03,10,638
534,Sonipat - Bathinda Junction Express,20,200,2023-09-30 16:21:37,2023-10-01 01:24:37,5,543
535,Manwal Railway Station - Bhavnagar Terminus Express,72,381,2023-09-07 19:09:38,2023-09-08 07:02:38,1,713
536,Rayagada Railway Station - Kangra Railway Station Express,428,121,2023-09-30 19:28:03,2023-10-01 08:39:03,2,791
537,Bharuch Junction - Purnia Junction Express,384,163,2023-09-16 22:13:08,2023-09-17 07:39:08,6,566
538,Ooty Railway Station - Majorda Railway Station Express,334,414,2023-10-02 13:50:17,2023-10-03 01:56:17,1,726
539,Palakkad Junction - Ernakulam Junction Express,364,358,2023-10-14 04:46:04,2023-10-14 18:14:04,3,808
540,Kharsia Railway Station - Dausa Express,350,109,2023-09-26 00:17:45,2023-09-26 14:01:45,5,824
541,Thoothukudi Junction - Bhuj Railway Station Express,325,392,2023-09-03 04:16:05,2023-09-03 18:32:05,7,856
542,Shimla Railway Station - Porbandar Railway Station Express,118,390,2023-09-11 05:31:17,2023-09-11 15:18:17,3,587
543,Kapurthala Railway Station - Eluru Railway Station Express,211,446,2023-10-23 11:08:38,2023-10-23 22:02:38,3,654
544,Darbhanga Junction - Rajkot Railway Station Express,161,380,2023-09-19 12:11:47,2023-09-20 04:51:47,3,1000
545,Hazaribagh Town Railway Station - Shiroda Railway Station Express,183,416,2023-10-04 04:24:23,2023-10-04 13:41:23,8,557
546,Nurpur Road Railway Station - Bankura Railway Station Express,125,253,2023-09-25 10:10:10,2023-09-25 23:21:10,6,791
547,Bharatpur Junction - Nalgonda Railway Station Express,104,306,2023-09-24 05:52:17,2023-09-24 16:56:17,3,664
548,Sambalpur Junction - Delhi Shahdara Railway Station Express,420,35,2023-09-17 09:06:29,2023-09-17 23:50:29,7,884
549,Badarpur Junction - Kannur Railway Station Express,286,365,2023-10-16 02:19:28,2023-10-16 13:04:28,9,645
550,Kurukshetra Junction - Kazipet Junction Express,6,311,2023-10-05 09:04:05,2023-10-05 19:28:05,8,624
551,Davangere Railway Station - Malda Town Railway Station Express,263,241,2023-09-01 05:16:03,2023-09-01 19:53:03,8,877
552,Kolkata Sealdah Railway Station - Agartala Railway Station Express,237,436,2023-09-06 01:45:40,2023-09-06 15:51:40,6,846
553,Kamakhya Junction - Ernakulam Junction Express,288,358,2023-09-04 17:20:15,2023-09-05 11:13:15,2,1073
554,Mariani Junction - Barsi Takht Railway Station Express,293,129,2023-09-30 16:27:08,2023-10-01 03:14:08,4,647
555,Aligarh Junction Railway Station - Aurangabad Railway Station Express,90,222,2023-10-20 12:39:42,2023-10-21 00:35:42,5,716
556,Bhagalpur Junction - Majorda Railway Station Express,160,414,2023-09-19 13:28:04,2023-09-20 05:41:04,8,973
557,Saharsa Junction - Mandawali-Chander Vihar Railway Station Express,144,43,2023-10-14 02:28:47,2023-10-14 13:24:47,1,656
558,Panipat Junction - Hoshiarpur Railway Station Express,16,214,2023-09-24 13:56:02,2023-09-24 23:47:02,1,591
559,Jodhpur Junction - Darbhanga Junction Express,98,161,2023-09-04 02:00:18,2023-09-04 11:30:18,2,570
560,Rajkot Railway Station - Banihal Railway Station Express,380,49,2023-10-16 10:15:23,2023-10-16 22:41:23,9,746
561,Silchar Railway Station - Kolkata Sealdah Railway Station Express,279,237,2023-09-30 04:08:22,2023-09-30 19:45:22,7,937
562,Kendujhargarh Railway Station - Calicut Mini (Beypore Railway Station Express,427,376,2023-09-01 23:38:26,2023-09-02 12:39:26,5,781
563,Siliguri Junction - Jajpur Keonjhar Road Railway Station Express,239,432,2023-09-01 14:35:52,2023-09-02 02:48:52,10,733
564,Angul Railway Station - Dhenkanal Railway Station Express,426,433,2023-10-25 18:16:00,2023-10-26 06:57:00,5,761
565,Baramulla Railway Station - Balasore Railway Station Express,51,422,2023-10-26 14:28:42,2023-10-27 05:21:42,6,893
566,Sasaram Railway Station - Valsad Railway Station Express,175,389,2023-10-19 01:41:02,2023-10-19 13:04:02,10,683
567,Bhatapara Railway Station - Nalanda Junction Express,341,162,2023-10-10 01:16:33,2023-10-10 11:07:33,10,591
568,Sangrur Railway Station - Hamirpur Railway Station Express,212,122,2023-09-03 05:41:02,2023-09-03 23:39:02,4,1078
569,Bathinda Junction - Korba Railway Station Express,207,340,2023-09-01 08:03:34,2023-09-01 19:15:34,2,672
570,Ara Junction - Siliguri Junction Express,167,246,2023-09-12 13:38:54,2023-09-13 05:45:54,9,967
571,Lajpat Nagar Railway Station - Muzaffarpur Junction Express,44,159,2023-10-23 01:31:26,2023-10-23 16:31:26,7,900
572,Raigarh Railway Station - Karnal Express,339,15,2023-09-13 05:11:26,2023-09-13 16:09:26,4,658
573,Vijayawada Junction - Gurdaspur Railway Station Express,437,213,2023-09-13 00:28:52,2023-09-13 13:07:52,2,759
574,Rohtak Junction - Cuddalore Junction Express,8,333,2023-10-20 09:01:13,2023-10-20 22:40:13,2,819
575,Karmali Railway Station - Saharsa Junction Express,400,164,2023-10-24 21:27:44,2023-10-25 06:40:44,3,553
576,Tinsukia Railway Station - Darbhanga Junction Express,278,161,2023-10-06 06:29:36,2023-10-06 16:32:36,4,603
577,Dalli Rajhara Railway Station - Udaipur City Express,348,99,2023-10-24 02:49:35,2023-10-24 15:00:35,9,731
578,Sasaram Railway Station - Dumka Railway Station Express,155,194,2023-10-11 19:24:11,2023-10-12 06:31:11,9,667
579,Pernem Railway Station - Lingampet-Jagityal Railway Station Express,401,312,2023-10-14 07:58:08,2023-10-14 18:12:08,4,614
580,Agra Cantt Railway Station - Huzurabad Railway Station Express,80,309,2023-10-15 10:29:01,2023-10-15 23:53:01,10,804
581,Jamalpur Junction - Goraul Railway Station Express,152,151,2023-10-06 02:19:07,2023-10-06 13:56:07,5,697
582,Patiala Railway Station - Alwar Junction Express,206,103,2023-10-05 09:34:20,2023-10-05 20:47:20,3,673
583,Howrah Junction - Patna Junction Express,251,137,2023-09-13 01:31:25,2023-09-13 17:40:25,2,969
584,Vasco da Gama Railway Station - Ranchi Railway Station Express,398,176,2023-09-14 22:26:41,2023-09-15 11:38:41,5,792
585,Hazaribagh Road Railway Station - Asansol Junction Express,187,238,2023-09-03 11:06:24,2023-09-04 04:39:24,2,1053
586,Kadapa Railway Station - Buxar Railway Station Express,454,166,2023-10-20 05:30:39,2023-10-20 18:41:39,7,791
587,Ernakulam Junction - Nagargao Railway Station Express,358,415,2023-09-05 13:02:47,2023-09-06 04:42:47,9,940
588,Baramulla Railway Station - Barmer Express,51,111,2023-10-22 23:12:39,2023-10-23 11:43:39,7,751
589,Jaunpur Junction Railway Station - Panipat Junction Express,96,5,2023-10-11 11:06:03,2023-10-12 00:18:03,8,792
590,Nalgonda Railway Station - Bidar Railway Station Express,306,267,2023-10-12 16:34:56,2023-10-13 03:28:56,6,654
591,Gandhidham Junction - Bhagalpur Junction Express,391,140,2023-09-12 09:29:22,2023-09-13 02:01:22,9,992
592,Palakkad Junction - Kolkata Howrah Junction Express,364,236,2023-09-02 09:05:38,2023-09-02 22:22:38,6,797
593,Yamunanagar Jagadhri - Phulbani Railway Station Express,14,434,2023-10-04 04:13:00,2023-10-04 18:00:00,10,827
594,Warangal Railway Station - Banihal Railway Station Express,300,64,2023-09-02 22:03:46,2023-09-03 11:04:46,4,781
595,Sarai Rohilla Railway Station - Kasaragod Railway Station Express,40,366,2023-10-25 01:56:39,2023-10-25 17:01:39,2,905
596,Jind Junction - Jamnagar Railway Station Express,11,382,2023-09-21 19:00:22,2023-09-22 09:17:22,9,857
597,Asansol Junction - Darbhanga Junction Express,245,141,2023-10-01 23:13:15,2023-10-02 15:18:15,9,965
598,Hazaribagh Road Railway Station - Kozhikode Railway Station Express,180,359,2023-10-13 08:58:11,2023-10-14 01:29:11,9,991
599,Begusarai Railway Station - Lethpora Railway Station Express,149,74,2023-10-15 22:13:04,2023-10-16 07:30:04,9,557
600,Thane Railway Station - Ambikapur Railway Station Express,220,343,2023-10-16 10:48:24,2023-10-16 21:48:24,9,660
601,Meerut City Railway Station - Gaya Junction Express,83,138,2023-10-10 00:30:02,2023-10-10 10:37:02,10,607
602,Bhiwani Junction - Barpeta Road Railway Station Express,21,282,2023-10-12 12:00:24,2023-10-12 23:29:24,3,689
603,Ghaziabad Railway Station - Jamnagar Railway Station Express,82,382,2023-09-21 04:33:50,2023-09-21 20:53:50,8,980
604,Amravati Railway Station - Kolkata Howrah Junction Express,229,236,2023-10-23 21:06:31,2023-10-24 12:32:31,3,926
605,Udaipur City - Yamunanagar Jagadhri Express,99,14,2023-09-18 18:07:24,2023-09-19 04:02:24,5,595
606,Rangiya Junction - Hisar Junction Express,284,18,2023-09-20 06:44:36,2023-09-20 19:29:36,7,765
607,Kharagpur Junction - Jalgaon Junction Express,252,230,2023-09-16 09:10:39,2023-09-16 21:38:39,3,748
608,Karimnagar Railway Station - Durgapur Railway Station Express,298,247,2023-09-07 23:17:25,2023-09-08 17:15:25,1,1078
609,Gaya Junction - Kozhikode Railway Station Express,138,359,2023-10-17 09:46:53,2023-10-18 03:19:53,10,1053
610,Hazaribagh Road Railway Station - Bilha Railway Station Express,187,355,2023-10-02 21:49:17,2023-10-03 12:40:17,3,891
611,Harihar Railway Station - Hisar Junction Express,272,7,2023-09-26 14:35:11,2023-09-27 01:32:11,7,657
612,Raigarh Railway Station - Bikaner Junction Express,339,102,2023-09-02 05:14:12,2023-09-02 16:28:12,10,674
613,Kudchade Railway Station - Bidar Railway Station Express,407,267,2023-09-01 19:29:55,2023-09-02 11:20:55,8,951
614,Anuppur Junction - Okhla Railway Station Express,354,34,2023-10-20 02:20:22,2023-10-20 19:12:22,7,1012
615,Kendujhargarh Railway Station - Bhavnagar Terminus Express,427,381,2023-09-18 20:18:36,2023-09-19 09:18:36,8,780
616,Narela Railway Station - Kurukshetra Junction Express,39,6,2023-10-27 10:42:33,2023-10-28 00:25:33,10,823
617,Okhla Railway Station - Batala Junction Railway Station Express,34,210,2023-10-12 01:22:57,2023-10-12 12:26:57,8,664
618,Rewari Junction - Qazigund Railway Station Express,12,71,2023-09-08 20:12:06,2023-09-09 06:19:06,6,607
619,Buxar Railway Station - Kharagpur Junction Express,166,252,2023-10-08 13:57:52,2023-10-09 06:41:52,3,1004
620,Tirunelveli Junction - Narela Railway Station Express,322,39,2023-10-24 20:25:25,2023-10-25 07:34:25,4,669
621,Srinagar Railway Station - Delhi Sarai Rohilla Railway Station Express,55,30,2023-10-07 15:45:25,2023-10-08 06:02:25,2,857
622,Kalyan Junction - Bhavnagar Terminus Express,224,381,2023-10-26 17:23:15,2023-10-27 08:53:15,6,930
623,Salogra Railway Station - Purnia Junction Express,133,163,2023-09-23 14:48:05,2023-09-24 02:44:05,1,716
624,Rangiya Junction - Dharamsala Railway Station Express,294,120,2023-09-07 01:56:15,2023-09-07 17:36:15,3,940
625,Kasaragod Railway Station - Manchiryal Railway Station Express,366,303,2023-10-19 18:22:43,2023-10-20 06:29:43,5,727
626,Gomoh Junction Railway Station - Giridih Railway Station Express,185,188,2023-10-29 13:29:34,2023-10-30 03:35:34,3,846
627,Ahmedabad Railway Station - Tindivanam Railway Station Express,377,332,2023-09-26 10:00:36,2023-09-27 01:28:36,8,928
628,Sakti Railway Station - Bokaro Steel City Railway Station Express,351,179,2023-09-19 05:30:11,2023-09-19 21:25:11,8,955
629,Ankleshwar Junction - Hosur Railway Station Express,396,331,2023-10-19 02:21:15,2023-10-19 18:14:15,6,953
630,Barddhaman Junction - Palakkad Junction Express,250,364,2023-09-19 04:34:55,2023-09-19 15:39:55,3,665
631,Ambala Cantt Junction - Madurai Junction Express,1,319,2023-09-26 09:08:41,2023-09-26 19:26:41,6,618
632,Bidar Railway Station - Sangrur Railway Station Express,267,212,2023-09-12 12:29:56,2023-09-13 01:16:56,7,767
633,Chirala Railway Station - Warangal Railway Station Express,451,300,2023-09-19 00:20:11,2023-09-19 12:59:11,6,759
634,Alappuzha Railway Station - Bilaspur Junction Express,363,345,2023-09-15 01:36:34,2023-09-15 13:19:34,4,703
635,Kendujhargarh Railway Station - Bhusaval Junction Express,427,225,2023-09-04 01:44:36,2023-09-04 14:30:36,1,766
636,Koderma Railway Station - Diphu Railway Station Express,189,285,2023-10-06 14:55:40,2023-10-07 00:23:40,6,568
637,Tenali Junction - Badarpur Junction Express,448,286,2023-09-28 18:14:31,2023-09-29 09:38:31,10,924
638,Lethpora Railway Station - Baramulla Railway Station Express,59,66,2023-09-11 22:08:56,2023-09-12 13:11:56,4,903
639,Balli Railway Station - Kendujhargarh Railway Station Express,405,427,2023-09-17 23:14:53,2023-09-18 15:58:53,8,1004
640,Bilha Railway Station - Sasaram Railway Station Express,355,155,2023-09-11 05:56:00,2023-09-11 23:37:00,6,1061
641,Chikkamagaluru Railway Station - Darbhanga Junction Express,274,141,2023-09-19 17:59:10,2023-09-20 08:36:10,8,877
642,Nidadavolu Junction - Kendujhargarh Railway Station Express,450,427,2023-09-10 04:07:20,2023-09-10 16:03:20,1,716
643,Yamunanagar Jagadhri - Chirala Railway Station Express,14,451,2023-10-22 03:49:03,2023-10-22 14:40:03,10,651
644,Kakapora Railway Station - Ranaghat Junction Express,65,255,2023-10-17 15:33:01,2023-10-18 05:16:01,1,823
645,Gurgaon - Narwal Railway Station Express,24,60,2023-10-17 15:15:03,2023-10-18 06:34:03,9,919
646,Madgaon Junction - Jalandhar City Railway Station Express,397,198,2023-10-15 00:31:36,2023-10-15 15:04:36,7,873
647,Jalgaon Junction - Manwal Railway Station Express,230,57,2023-09-24 16:51:38,2023-09-25 02:53:38,9,602
648,Madurai Junction - Rangiya Junction Express,319,294,2023-09-05 18:09:59,2023-09-06 07:58:59,3,829
649,Karnal - Varanasi Junction Railway Station Express,15,79,2023-10-17 01:00:12,2023-10-17 11:54:12,3,654
650,Thiruvalla Railway Station - Delhi Cantt Railway Station Express,367,32,2023-10-18 16:18:54,2023-10-19 05:54:54,1,816
651,Patel Nagar Railway Station - Thane Railway Station Express,42,220,2023-09-27 02:26:08,2023-09-27 15:19:08,4,773
652,Begusarai Railway Station - Amritsar Junction Express,169,196,2023-10-07 17:20:31,2023-10-08 08:10:31,2,890
653,Eluru Railway Station - Solapur Railway Station Express,446,223,2023-09-01 22:16:59,2023-09-02 15:47:59,4,1051
654,Qazigund Railway Station - Bikaner Junction Express,56,102,2023-09-15 14:21:18,2023-09-16 07:58:18,7,1057
655,Raichur Railway Station - Visakhapatnam Junction Express,264,438,2023-09-23 12:03:13,2023-09-24 04:12:13,8,969
656,Qazigund Railway Station - Raichur Railway Station Express,71,264,2023-09-03 02:11:51,2023-09-03 20:06:51,1,1075
657,Kharsia Railway Station - Yamunanagar Jagadhri Express,350,14,2023-10-22 05:19:04,2023-10-22 21:21:04,3,962
658,Bhubaneswar Railway Station - Hazrat Nizamuddin Railway Station Express,417,28,2023-09-24 22:17:58,2023-09-25 13:58:58,1,941
659,Kadapa Railway Station - Bharatpur Junction Express,454,104,2023-10-07 01:21:08,2023-10-07 14:07:08,10,766
660,Sikar Junction - Udaipur City Express,105,99,2023-09-08 14:21:41,2023-09-09 02:58:41,6,757
661,Idukki Railway Station - Delhi Cantt Railway Station Express,373,32,2023-09-27 10:02:06,2023-09-27 21:45:06,6,703
662,Jhansi Junction Railway Station - Gorakhpur Junction Railway Station Express,85,84,2023-10-16 18:18:16,2023-10-17 07:10:16,10,772
663,Sibsagar Town Railway Station - Muzaffarpur Junction Express,292,139,2023-09-25 08:30:50,2023-09-25 19:27:50,6,657
664,Bhadravati Railway Station - Kharsia Railway Station Express,270,350,2023-09-04 07:56:57,2023-09-04 19:59:57,4,723
665,Thane Railway Station - Junagadh Junction Express,220,383,2023-10-13 21:35:52,2023-10-14 14:02:52,7,987
666,Malda Town Railway Station - Goraul Railway Station Express,241,171,2023-09-21 08:35:14,2023-09-22 01:09:14,6,994
667,Kanjirappalli Railway Station - Chhatrapati Sahu Maharaj Terminus (Kolhapur Express,372,232,2023-09-06 22:12:46,2023-09-07 10:39:46,6,747
668,Tilak Nagar Railway Station - Badgam Railway Station Express,45,73,2023-10-25 12:34:48,2023-10-26 00:23:48,2,709
669,Surat Railway Station - Thiruvalla Railway Station Express,379,367,2023-10-13 03:46:27,2023-10-13 18:14:27,9,868
670,Rayagada Railway Station - Mumbai Lokmanya Tilak Terminus Express,428,217,2023-10-07 12:37:21,2023-10-07 21:40:21,2,543
671,Koppal Railway Station - Akola Junction Express,271,226,2023-10-04 17:24:18,2023-10-05 02:24:18,7,540
672,Sangrur Railway Station - Mahbubnagar Railway Station Express,212,302,2023-10-13 14:07:13,2023-10-14 00:25:13,2,618
673,Nagrota Railway Station - Jamshedpur Tatanagar Junction Express,127,178,2023-10-02 08:34:45,2023-10-03 01:04:45,10,990
674,Chittorgarh Junction - Gomoh Junction Railway Station Express,108,185,2023-10-21 01:58:58,2023-10-21 17:01:58,2,903
675,Baripada Railway Station - Vellore Cantonment Railway Station Express,430,324,2023-10-17 03:42:41,2023-10-17 16:19:41,5,757
676,Srinagar Railway Station - Alwar Junction Express,55,103,2023-09-10 14:22:26,2023-09-11 03:20:26,9,778
677,Saharsa Junction - Kaithlighat Railway Station Express,144,131,2023-09-20 04:13:35,2023-09-20 16:58:35,6,765
678,Rajahmundry Railway Station - Kurukshetra Junction Express,442,17,2023-09-29 11:46:42,2023-09-30 04:54:42,3,1028
679,Narwal Railway Station - Kalyan Junction Express,60,224,2023-09-02 18:28:50,2023-09-03 06:36:50,8,728
680,Jalandhar City Railway Station - Chhatrapati Sahu Maharaj Terminus (Kolhapur Express,205,232,2023-10-23 17:58:44,2023-10-24 06:31:44,1,753
681,Jammu Tawi Railway Station - Deoghar Railway Station Express,46,191,2023-10-17 20:44:08,2023-10-18 07:57:08,8,673
682,Jalna Railway Station - Bargarh Road Railway Station Express,235,431,2023-09-15 11:19:27,2023-09-16 04:58:27,6,1059
683,Mathura Junction Railway Station - Hubballi Junction Express,91,258,2023-09-21 03:22:34,2023-09-21 15:00:34,1,698
684,Hajipur Junction - Nuapada Road Railway Station Express,150,435,2023-09-13 11:50:48,2023-09-14 00:50:48,9,780
685,Nalanda Junction - Mariani Junction Express,162,283,2023-09-27 15:51:47,2023-09-28 09:51:47,3,1080
686,Ranchi Railway Station - Ludhiana Junction Express,176,204,2023-09-04 13:40:17,2023-09-05 01:17:17,6,697
687,Ambala City - Yamunanagar Jagadhri Express,13,14,2023-09-02 15:52:09,2023-09-03 03:56:09,5,724
688,Navsari Railway Station - Hubballi Junction Express,394,258,2023-10-28 13:43:46,2023-10-29 00:05:46,9,622
689,Samastipur Junction - Kaithlighat Railway Station Express,153,131,2023-10-12 19:52:26,2023-10-13 05:41:26,4,589
690,Bhadravati Railway Station - Hyderabad Deccan Nampally Express,270,296,2023-09-10 13:06:32,2023-09-11 05:08:32,4,962
691,Muzaffarpur Junction - Anuppur Junction Express,159,354,2023-10-03 13:05:26,2023-10-04 02:01:26,2,776
692,Udhampur Railway Station - Baramulla Railway Station Express,47,66,2023-10-18 00:37:33,2023-10-18 11:45:33,8,668
693,Bengaluru City Railway Station - Dibrugarh Railway Station Express,256,276,2023-09-09 20:47:46,2023-09-10 09:03:46,4,736
694,Gurgaon - Giridih Railway Station Express,24,181,2023-09-04 07:24:14,2023-09-04 17:33:14,7,609
695,Pattan Railway Station - Anakapalle Railway Station Express,76,449,2023-09-10 11:04:03,2023-09-10 20:10:03,2,546
696,Jiribam Railway Station - Rajnandgaon Railway Station Express,315,342,2023-10-17 20:36:10,2023-10-18 12:20:10,8,944
697,Mathura Junction Railway Station - Hyderabad Deccan Nampally Express,91,296,2023-09-26 17:09:50,2023-09-27 09:49:50,6,1000
698,Harihar Railway Station - Ongole Railway Station Express,272,445,2023-09-08 09:14:20,2023-09-09 00:52:20,4,938
699,Howrah Junction - Ara Junction Express,244,147,2023-09-06 19:56:32,2023-09-07 09:18:32,4,802
700,Harihar Railway Station - Kharsia Railway Station Express,272,350,2023-10-21 04:30:00,2023-10-21 22:24:00,3,1074
701,Barpeta Road Railway Station - Jammu Tawi Railway Station Express,282,46,2023-10-02 23:30:59,2023-10-03 08:36:59,9,546
702,Begusarai Railway Station - Dwarka Railway Station Express,149,393,2023-09-28 04:24:15,2023-09-28 18:22:15,3,838
703,Ambala City - Srinagar Railway Station Express,13,70,2023-09-11 06:57:27,2023-09-12 00:21:27,8,1044
704,Madurai Junction - Punalur Railway Station Express,319,374,2023-10-07 17:26:55,2023-10-08 08:06:55,2,880
705,Jajpur Keonjhar Road Railway Station - Vadodara Junction Express,432,378,2023-09-04 10:10:20,2023-09-04 21:59:20,4,709
706,Gudur Junction - Ghaziabad Railway Station Express,452,82,2023-10-16 14:57:51,2023-10-17 01:39:51,9,642
707,Hubballi Junction - Rohtak Junction Express,258,8,2023-09-05 00:13:39,2023-09-05 17:04:39,8,1011
708,Deoghar Railway Station - Jhunjhunu Express,184,107,2023-10-19 09:44:04,2023-10-19 21:13:04,7,689
709,Anuppur Junction - Darbhanga Junction Express,354,161,2023-10-16 05:40:40,2023-10-16 22:27:40,10,1007
710,Angul Railway Station - Pattan Railway Station Express,426,76,2023-10-23 11:07:16,2023-10-24 02:15:16,3,908
