Room_Num,Hotel_ID,Room_type,Cost,Room_Capacity
51,106,Family Room,3200,4
52,106,Accessible Room,3000,4
53,106,Presidential Suite,95000,2
54,106,Standard Room,1600,2
55,106,Suite,20000,4
56,106,Exceutive Room,4800,3
57,106,Deluxe Room,3100,3
58,106,Standard Room,1600,4
59,106,Family Room,3200,4
60,106,Superior room,4100,5
61,106,Family Room,3200,5
62,106,Accessible Room,3000,2
63,106,Exceutive Room,4800,2
64,106,Standard Room,1600,4
65,106,Standard Room,1600,4
66,106,Family Room,3200,3
67,106,Superior room,4100,2
68,106,Suite,20000,3
69,106,Superior room,4100,5
1,107,Suite,23000,5
2,107,Deluxe Room,3300,5
3,107,Deluxe Room,3300,4
4,107,Standard Room,2500,3
5,107,Standard Room,2500,4
6,107,Deluxe Room,3300,5
7,107,Presidential Suite,87000,2
8,107,Deluxe Room,3300,5
9,107,Deluxe Room,3300,5
10,107,Presidential Suite,87000,3
11,107,Superior room,3600,3
12,107,Family Room,2600,5
13,107,Deluxe Room,3300,4
14,107,Accessible Room,3000,2
15,107,Presidential Suite,87000,3
16,107,Family Room,2600,5
17,107,Deluxe Room,3300,2
18,107,Suite,23000,2
19,107,Superior room,3600,2
20,107,Superior room,3600,5
21,107,Superior room,3600,2
22,107,Standard Room,2500,3
23,107,Standard Room,2500,3
24,107,Standard Room,2500,5
25,107,Standard Room,2500,4
26,107,Adjoining Rooms,5400,4
27,107,Family Room,2600,5
28,107,Family Room,2600,5
29,107,Superior room,3600,3
30,107,Presidential Suite,87000,5
31,107,Deluxe Room,3300,4
32,107,Deluxe Room,3300,3
33,107,Exceutive Room,4500,4
34,107,Standard Room,2500,3
35,107,Standard Room,2500,5
36,107,Superior room,3600,2
37,107,Standard Room,2500,2
38,107,Suite,23000,3
39,107,Family Room,2600,4
40,107,Standard Room,2500,4
41,107,Standard Room,2500,4
42,107,Standard Room,2500,5
43,107,Family Room,2600,5
44,107,Deluxe Room,3300,5
45,107,Standard Room,2500,4
46,107,Presidential Suite,87000,3
47,107,Family Room,2600,2
48,107,Family Room,2600,3
49,107,Adjoining Rooms,5400,4
50,107,Presidential Suite,87000,2
51,107,Standard Room,2500,5
52,107,Deluxe Room,3300,4
53,107,Standard Room,2500,5
54,107,Exceutive Room,4500,4
55,107,Adjoining Rooms,5400,5
56,107,Standard Room,2500,5
57,107,Superior room,3600,2
58,107,Standard Room,2500,2
59,107,Deluxe Room,3300,2
60,107,Standard Room,2500,4
61,107,Presidential Suite,87000,3
62,107,Family Room,2600,2
63,107,Exceutive Room,4500,2
64,107,Deluxe Room,3300,4
65,107,Deluxe Room,3300,4
66,107,Suite,23000,2
67,107,Superior room,3600,2
68,107,Superior room,3600,2
69,107,Family Room,2600,2
70,107,Deluxe Room,3300,4
71,107,Deluxe Room,3300,5
72,107,Superior room,3600,3
73,107,Standard Room,2500,2
74,107,Deluxe Room,3300,3
75,107,Family Room,2600,4
76,107,Deluxe Room,3300,2
77,107,Deluxe Room,3300,4
78,107,Deluxe Room,3300,5
79,107,Standard Room,2500,3
80,107,Adjoining Rooms,5400,3
81,107,Exceutive Room,4500,5
82,107,Standard Room,2500,5
83,107,Suite,23000,2
84,107,Superior room,3600,4
85,107,Standard Room,2500,5
86,107,Adjoining Rooms,5400,4
87,107,Adjoining Rooms,5400,2
88,107,Family Room,2600,2
89,107,Deluxe Room,3300,2
90,107,Exceutive Room,4500,2
91,107,Standard Room,2500,3
92,107,Standard Room,2500,4
93,107,Deluxe Room,3300,5
94,107,Deluxe Room,3300,5
95,107,Adjoining Rooms,5400,3
96,107,Exceutive Room,4500,3
97,107,Deluxe Room,3300,2
98,107,Presidential Suite,87000,2
99,107,Standard Room,2500,2
100,107,Suite,23000,3
101,107,Accessible Room,3000,4
102,107,Standard Room,2500,3
103,107,Exceutive Room,4500,3
104,107,Family Room,2600,2
105,107,Exceutive Room,4500,2
106,107,Superior room,3600,5
107,107,Exceutive Room,4500,4
108,107,Exceutive Room,4500,3
109,107,Accessible Room,3000,4
110,107,Adjoining Rooms,5400,3
111,107,Deluxe Room,3300,3
112,107,Standard Room,2500,5
113,107,Deluxe Room,3300,2
114,107,Exceutive Room,4500,4
115,107,Family Room,2600,4
116,107,Accessible Room,3000,3
117,107,Exceutive Room,4500,5
118,107,Superior room,3600,2
119,107,Superior room,3600,4
120,107,Exceutive Room,4500,3
121,107,Standard Room,2500,2
122,107,Superior room,3600,4
123,107,Exceutive Room,4500,4
124,107,Family Room,2600,4
125,107,Deluxe Room,3300,3
126,107,Adjoining Rooms,5400,5
127,107,Exceutive Room,4500,5
128,107,Family Room,2600,2
129,107,Presidential Suite,87000,2
130,107,Suite,23000,5
131,107,Deluxe Room,3300,2
132,107,Superior room,3600,3
133,107,Suite,23000,4
134,107,Accessible Room,3000,3
135,107,Adjoining Rooms,5400,3
136,107,Adjoining Rooms,5400,5
137,107,Superior room,3600,2
138,107,Adjoining Rooms,5400,2
139,107,Exceutive Room,4500,3
140,107,Family Room,2600,4
141,107,Deluxe Room,3300,3
142,107,Family Room,2600,4
143,107,Deluxe Room,3300,5
144,107,Suite,23000,5
145,107,Deluxe Room,3300,5
146,107,Standard Room,2500,4
147,107,Accessible Room,3000,3
148,107,Accessible Room,3000,4
149,107,Deluxe Room,3300,2
1,108,Exceutive Room,4900,4
2,108,Standard Room,2400,5
3,108,Family Room,3800,4
4,108,Family Room,3800,5
5,108,Deluxe Room,3000,2
6,108,Family Room,3800,3
7,108,Standard Room,2400,5
8,108,Presidential Suite,54000,5
9,108,Presidential Suite,54000,5
10,108,Presidential Suite,54000,3
11,108,Superior room,4500,2
12,108,Superior room,4500,4
13,108,Deluxe Room,3000,4
14,108,Exceutive Room,4900,5
15,108,Superior room,4500,2
16,108,Adjoining Rooms,4800,5
17,108,Standard Room,2400,3
18,108,Standard Room,2400,4
19,108,Standard Room,2400,2
20,108,Family Room,3800,5
21,108,Family Room,3800,3
22,108,Superior room,4500,2
23,108,Suite,22000,4
24,108,Family Room,3800,5
25,108,Standard Room,2400,4
26,108,Superior room,4500,4
27,108,Superior room,4500,2
28,108,Accessible Room,2800,3
29,108,Standard Room,2400,3
30,108,Deluxe Room,3000,2
31,108,Standard Room,2400,4
32,108,Superior room,4500,4
33,108,Exceutive Room,4900,3
34,108,Standard Room,2400,2
35,108,Standard Room,2400,5
36,108,Superior room,4500,4
37,108,Family Room,3800,5
38,108,Deluxe Room,3000,3
39,108,Superior room,4500,4
40,108,Deluxe Room,3000,5
41,108,Exceutive Room,4900,2
42,108,Family Room,3800,5
43,108,Exceutive Room,4900,4
44,108,Family Room,3800,3
45,108,Deluxe Room,3000,2
46,108,Superior room,4500,5
47,108,Family Room,3800,4
48,108,Family Room,3800,5
49,108,Standard Room,2400,2
50,108,Superior room,4500,5
51,108,Standard Room,2400,5
52,108,Standard Room,2400,5
53,108,Accessible Room,2800,4
54,108,Suite,22000,2
55,108,Standard Room,2400,2
56,108,Superior room,4500,5
57,108,Suite,22000,2
58,108,Adjoining Rooms,4800,2
59,108,Family Room,3800,5
60,108,Exceutive Room,4900,4
61,108,Accessible Room,2800,5
62,108,Superior room,4500,4
63,108,Deluxe Room,3000,2
64,108,Accessible Room,2800,4
65,108,Deluxe Room,3000,3
66,108,Family Room,3800,5
67,108,Standard Room,2400,5
68,108,Accessible Room,2800,3
69,108,Deluxe Room,3000,3
70,108,Family Room,3800,2
71,108,Exceutive Room,4900,5
72,108,Deluxe Room,3000,4
73,108,Standard Room,2400,5
74,108,Presidential Suite,54000,4
75,108,Family Room,3800,4
76,108,Family Room,3800,2
77,108,Exceutive Room,4900,2
78,108,Accessible Room,2800,4
79,108,Family Room,3800,2
80,108,Standard Room,2400,5
81,108,Superior room,4500,4
82,108,Adjoining Rooms,4800,5
83,108,Deluxe Room,3000,5
84,108,Accessible Room,2800,5
85,108,Family Room,3800,3
86,108,Standard Room,2400,3
87,108,Superior room,4500,4
88,108,Deluxe Room,3000,2
89,108,Family Room,3800,2
90,108,Family Room,3800,4
91,108,Standard Room,2400,5
92,108,Superior room,4500,3
93,108,Superior room,4500,3
94,108,Family Room,3800,2
95,108,Accessible Room,2800,2
96,108,Superior room,4500,4
97,108,Suite,22000,2
98,108,Exceutive Room,4900,5
99,108,Deluxe Room,3000,2
1,109,Family Room,3200,2
2,109,Exceutive Room,4900,2
3,109,Exceutive Room,4900,3
4,109,Family Room,3200,2
5,109,Standard Room,2200,3
6,109,Deluxe Room,2700,4
7,109,Deluxe Room,2700,2
8,109,Deluxe Room,2700,5
9,109,Accessible Room,1900,3
10,109,Standard Room,2200,2
11,109,Standard Room,2200,2
12,109,Family Room,3200,2
13,109,Standard Room,2200,5
14,109,Superior room,4400,4
15,109,Deluxe Room,2700,5
16,109,Superior room,4400,3
17,109,Suite,20000,5
18,109,Family Room,3200,3
19,109,Deluxe Room,2700,4
20,109,Suite,20000,5
21,109,Adjoining Rooms,6000,4
22,109,Family Room,3200,4
23,109,Superior room,4400,2
24,109,Family Room,3200,4
25,109,Suite,20000,4
26,109,Superior room,4400,4
27,109,Suite,20000,3
28,109,Exceutive Room,4900,4
29,109,Accessible Room,1900,2
30,109,Exceutive Room,4900,5
31,109,Superior room,4400,5
32,109,Family Room,3200,5
33,109,Presidential Suite,56000,2
34,109,Deluxe Room,2700,5
35,109,Superior room,4400,4
36,109,Superior room,4400,2
37,109,Family Room,3200,4
38,109,Family Room,3200,4
39,109,Standard Room,2200,5
40,109,Superior room,4400,5
41,109,Superior room,4400,4
42,109,Standard Room,2200,4
43,109,Superior room,4400,3
44,109,Adjoining Rooms,6000,4
45,109,Exceutive Room,4900,3
46,109,Standard Room,2200,4
47,109,Superior room,4400,2
48,109,Suite,20000,2
49,109,Superior room,4400,2
50,109,Superior room,4400,3
51,109,Suite,20000,2
52,109,Exceutive Room,4900,4
53,109,Family Room,3200,2
54,109,Exceutive Room,4900,2
55,109,Exceutive Room,4900,3
56,109,Standard Room,2200,2
57,109,Superior room,4400,2
58,109,Standard Room,2200,5
59,109,Exceutive Room,4900,4
60,109,Superior room,4400,5
61,109,Family Room,3200,2
62,109,Exceutive Room,4900,4
63,109,Standard Room,2200,3
64,109,Exceutive Room,4900,5
65,109,Exceutive Room,4900,2
66,109,Deluxe Room,2700,2
67,109,Superior room,4400,5
68,109,Exceutive Room,4900,2
69,109,Standard Room,2200,4
70,109,Exceutive Room,4900,5
71,109,Deluxe Room,2700,4
72,109,Deluxe Room,2700,5
73,109,Exceutive Room,4900,2
74,109,Presidential Suite,56000,4
75,109,Standard Room,2200,4
76,109,Exceutive Room,4900,4
77,109,Superior room,4400,5
78,109,Standard Room,2200,2
79,109,Family Room,3200,2
80,109,Superior room,4400,5
81,109,Deluxe Room,2700,2
82,109,Standard Room,2200,5
83,109,Accessible Room,1900,4
84,109,Superior room,4400,3
85,109,Superior room,4400,3
86,109,Deluxe Room,2700,4
87,109,Adjoining Rooms,6000,2
88,109,Family Room,3200,3
89,109,Accessible Room,1900,2
90,109,Presidential Suite,56000,5
91,109,Family Room,3200,2
92,109,Superior room,4400,4
93,109,Exceutive Room,4900,4
94,109,Family Room,3200,5
95,109,Family Room,3200,5
96,109,Superior room,4400,3
97,109,Exceutive Room,4900,3
98,109,Deluxe Room,2700,2
99,109,Family Room,3200,4
100,109,Family Room,3200,3
101,109,Family Room,3200,3
102,109,Adjoining Rooms,6000,2
103,109,Presidential Suite,56000,4
104,109,Family Room,3200,2
105,109,Family Room,3200,5
106,109,Superior room,4400,2
107,109,Superior room,4400,4
108,109,Presidential Suite,56000,4
109,109,Adjoining Rooms,6000,5
110,109,Family Room,3200,4
111,109,Suite,20000,2
112,109,Presidential Suite,56000,2
113,109,Exceutive Room,4900,2
114,109,Family Room,3200,5
115,109,Family Room,3200,3
116,109,Family Room,3200,3
117,109,Family Room,3200,2
118,109,Superior room,4400,2
119,109,Deluxe Room,2700,5
120,109,Deluxe Room,2700,4
121,109,Standard Room,2200,2
122,109,Exceutive Room,4900,2
123,109,Superior room,4400,2
124,109,Exceutive Room,4900,5
125,109,Superior room,4400,2
126,109,Deluxe Room,2700,3
127,109,Suite,20000,4
128,109,Presidential Suite,56000,3
129,109,Exceutive Room,4900,4
130,109,Deluxe Room,2700,3
131,109,Exceutive Room,4900,5
132,109,Presidential Suite,56000,2
133,109,Family Room,3200,5
134,109,Superior room,4400,2
135,109,Accessible Room,1900,4
136,109,Superior room,4400,4
137,109,Deluxe Room,2700,4
138,109,Suite,20000,3
139,109,Exceutive Room,4900,4
140,109,Superior room,4400,5
141,109,Presidential Suite,56000,2
142,109,Exceutive Room,4900,5
143,109,Standard Room,2200,4
144,109,Presidential Suite,56000,4
145,109,Exceutive Room,4900,5
146,109,Deluxe Room,2700,2
147,109,Family Room,3200,2
148,109,Presidential Suite,56000,3
149,109,Deluxe Room,2700,5
1,110,Deluxe Room,3000,5
2,110,Deluxe Room,3000,4
3,110,Superior room,3700,5
4,110,Family Room,3600,3
5,110,Superior room,3700,2
6,110,Deluxe Room,3000,5
7,110,Accessible Room,2800,5
8,110,Family Room,3600,2
9,110,Standard Room,1500,2
10,110,Exceutive Room,4500,5
11,110,Exceutive Room,4500,4
12,110,Family Room,3600,4
13,110,Deluxe Room,3000,3
14,110,Deluxe Room,3000,4
15,110,Presidential Suite,86000,2
16,110,Suite,22000,2
17,110,Deluxe Room,3000,2
18,110,Deluxe Room,3000,3
19,110,Exceutive Room,4500,2
20,110,Family Room,3600,5
21,110,Superior room,3700,5
22,110,Deluxe Room,3000,4
23,110,Superior room,3700,5
24,110,Exceutive Room,4500,2
25,110,Suite,22000,3
26,110,Exceutive Room,4500,3
27,110,Standard Room,1500,5
28,110,Exceutive Room,4500,3
29,110,Standard Room,1500,2
30,110,Exceutive Room,4500,2
31,110,Standard Room,1500,4
32,110,Presidential Suite,86000,3
33,110,Family Room,3600,5
34,110,Family Room,3600,2
35,110,Exceutive Room,4500,4
36,110,Family Room,3600,5
37,110,Presidential Suite,86000,2
38,110,Family Room,3600,3
39,110,Suite,22000,4
40,110,Exceutive Room,4500,4
41,110,Superior room,3700,2
42,110,Standard Room,1500,2
43,110,Adjoining Rooms,5900,3
44,110,Family Room,3600,3
45,110,Accessible Room,2800,2
46,110,Family Room,3600,5
47,110,Exceutive Room,4500,3
48,110,Deluxe Room,3000,2
49,110,Family Room,3600,2
1,111,Family Room,3100,2
2,111,Deluxe Room,3100,5
3,111,Superior room,4100,3
4,111,Family Room,3100,3
5,111,Standard Room,1900,4
6,111,Standard Room,1900,3
7,111,Standard Room,1900,4
8,111,Deluxe Room,3100,4
9,111,Presidential Suite,99000,5
10,111,Exceutive Room,4600,4
11,111,Exceutive Room,4600,5
12,111,Deluxe Room,3100,3
13,111,Standard Room,1900,3
14,111,Accessible Room,3000,2
15,111,Superior room,4100,4
16,111,Standard Room,1900,3
17,111,Superior room,4100,4
18,111,Standard Room,1900,2
19,111,Suite,21000,5
20,111,Deluxe Room,3100,2
21,111,Exceutive Room,4600,5
22,111,Family Room,3100,2
23,111,Exceutive Room,4600,4
24,111,Accessible Room,3000,3
25,111,Accessible Room,3000,5
26,111,Exceutive Room,4600,4
27,111,Superior room,4100,5
28,111,Superior room,4100,4
29,111,Deluxe Room,3100,4
30,111,Family Room,3100,5
31,111,Exceutive Room,4600,5
32,111,Superior room,4100,5
33,111,Standard Room,1900,2
34,111,Adjoining Rooms,4800,5
35,111,Standard Room,1900,3
36,111,Family Room,3100,2
37,111,Standard Room,1900,2
38,111,Superior room,4100,3
39,111,Suite,21000,5
40,111,Exceutive Room,4600,4
41,111,Family Room,3100,3
42,111,Standard Room,1900,4
43,111,Deluxe Room,3100,4
44,111,Deluxe Room,3100,5
45,111,Accessible Room,3000,3
46,111,Presidential Suite,99000,2
47,111,Exceutive Room,4600,3
48,111,Exceutive Room,4600,2
49,111,Deluxe Room,3100,2
50,111,Family Room,3100,3
51,111,Suite,21000,2
52,111,Superior room,4100,5
53,111,Adjoining Rooms,4800,4
54,111,Exceutive Room,4600,5
55,111,Presidential Suite,99000,2
56,111,Suite,21000,2
57,111,Suite,21000,3
58,111,Accessible Room,3000,5
59,111,Exceutive Room,4600,4
60,111,Family Room,3100,3
61,111,Deluxe Room,3100,4
62,111,Standard Room,1900,3
63,111,Suite,21000,4
64,111,Deluxe Room,3100,5
65,111,Family Room,3100,4
66,111,Presidential Suite,99000,3
67,111,Suite,21000,4
68,111,Standard Room,1900,4
69,111,Accessible Room,3000,5
1,112,Deluxe Room,2800,5
2,112,Exceutive Room,4800,5
3,112,Deluxe Room,2800,3
4,112,Exceutive Room,4800,4
5,112,Superior room,4000,5
6,112,Presidential Suite,67000,3
7,112,Family Room,3600,5
8,112,Deluxe Room,2800,4
9,112,Standard Room,1100,3
10,112,Accessible Room,3000,5
11,112,Family Room,3600,2
12,112,Presidential Suite,67000,5
13,112,Exceutive Room,4800,5
14,112,Standard Room,1100,5
15,112,Standard Room,1100,2
16,112,Deluxe Room,2800,4
17,112,Standard Room,1100,3
18,112,Deluxe Room,2800,2
19,112,Standard Room,1100,2
20,112,Exceutive Room,4800,5
21,112,Family Room,3600,5
22,112,Accessible Room,3000,5
23,112,Superior room,4000,2
24,112,Suite,15000,4
25,112,Family Room,3600,4
26,112,Superior room,4000,2
27,112,Adjoining Rooms,5200,4
28,112,Deluxe Room,2800,5
29,112,Adjoining Rooms,5200,2
30,112,Family Room,3600,3
31,112,Exceutive Room,4800,5
32,112,Exceutive Room,4800,3
33,112,Suite,15000,5
34,112,Family Room,3600,5
35,112,Family Room,3600,5
36,112,Suite,15000,2
37,112,Exceutive Room,4800,4
38,112,Standard Room,1100,5
39,112,Deluxe Room,2800,4
40,112,Exceutive Room,4800,2
41,112,Superior room,4000,5
42,112,Exceutive Room,4800,5
43,112,Suite,15000,4
44,112,Adjoining Rooms,5200,2
45,112,Deluxe Room,2800,5
46,112,Exceutive Room,4800,2
47,112,Exceutive Room,4800,3
48,112,Deluxe Room,2800,4
49,112,Exceutive Room,4800,2
50,112,Superior room,4000,4
51,112,Deluxe Room,2800,5
52,112,Family Room,3600,3
53,112,Family Room,3600,3
54,112,Suite,15000,5
55,112,Adjoining Rooms,5200,3
56,112,Superior room,4000,2
57,112,Family Room,3600,3
58,112,Superior room,4000,2
59,112,Superior room,4000,2
60,112,Deluxe Room,2800,5
61,112,Superior room,4000,4
62,112,Standard Room,1100,5
63,112,Standard Room,1100,5
64,112,Superior room,4000,2
65,112,Deluxe Room,2800,3
66,112,Exceutive Room,4800,3
67,112,Family Room,3600,4
68,112,Standard Room,1100,3
69,112,Superior room,4000,3
70,112,Standard Room,1100,5
71,112,Exceutive Room,4800,4
72,112,Exceutive Room,4800,2
73,112,Standard Room,1100,4
74,112,Accessible Room,3000,4
75,112,Standard Room,1100,3
76,112,Adjoining Rooms,5200,4
77,112,Suite,15000,4
78,112,Superior room,4000,5
79,112,Standard Room,1100,5
80,112,Family Room,3600,3
81,112,Standard Room,1100,2
82,112,Deluxe Room,2800,3
83,112,Suite,15000,2
84,112,Superior room,4000,5
85,112,Exceutive Room,4800,2
86,112,Exceutive Room,4800,3
87,112,Exceutive Room,4800,3
88,112,Accessible Room,3000,3
89,112,Exceutive Room,4800,4
90,112,Superior room,4000,2
91,112,Presidential Suite,67000,5
92,112,Family Room,3600,4
93,112,Accessible Room,3000,4
94,112,Superior room,4000,3
95,112,Presidential Suite,67000,5
96,112,Family Room,3600,3
97,112,Adjoining Rooms,5200,2
98,112,Deluxe Room,2800,5
99,112,Superior room,4000,3
100,112,Accessible Room,3000,5
101,112,Exceutive Room,4800,4
102,112,Presidential Suite,67000,2
103,112,Standard Room,1100,4
104,112,Standard Room,1100,4
105,112,Family Room,3600,4
106,112,Standard Room,1100,4
107,112,Exceutive Room,4800,3
108,112,Superior room,4000,2
109,112,Exceutive Room,4800,4
110,112,Exceutive Room,4800,5
111,112,Deluxe Room,2800,3
112,112,Superior room,4000,3
113,112,Presidential Suite,67000,3
114,112,Adjoining Rooms,5200,2
115,112,Exceutive Room,4800,5
116,112,Presidential Suite,67000,5
117,112,Standard Room,1100,2
118,112,Family Room,3600,5
119,112,Exceutive Room,4800,3
120,112,Suite,15000,4
121,112,Suite,15000,3
122,112,Standard Room,1100,5
123,112,Standard Room,1100,5
124,112,Exceutive Room,4800,5
125,112,Exceutive Room,4800,4
126,112,Family Room,3600,3
127,112,Standard Room,1100,2
128,112,Standard Room,1100,5
129,112,Family Room,3600,2
1,113,Deluxe Room,2800,4
2,113,Family Room,2900,4
3,113,Superior room,4000,2
4,113,Adjoining Rooms,4700,5
5,113,Deluxe Room,2800,4
6,113,Accessible Room,2900,5
7,113,Exceutive Room,4600,2
8,113,Exceutive Room,4600,5
9,113,Deluxe Room,2800,4
10,113,Suite,19000,3
11,113,Exceutive Room,4600,3
12,113,Suite,19000,4
13,113,Family Room,2900,4
14,113,Superior room,4000,4
15,113,Family Room,2900,3
16,113,Exceutive Room,4600,4
17,113,Standard Room,2200,4
18,113,Family Room,2900,4
19,113,Exceutive Room,4600,3
20,113,Deluxe Room,2800,2
21,113,Exceutive Room,4600,5
22,113,Superior room,4000,3
23,113,Family Room,2900,2
24,113,Superior room,4000,4
25,113,Suite,19000,3
26,113,Family Room,2900,3
27,113,Accessible Room,2900,4
28,113,Standard Room,2200,5
29,113,Standard Room,2200,5
30,113,Family Room,2900,4
31,113,Standard Room,2200,2
32,113,Deluxe Room,2800,2
33,113,Deluxe Room,2800,3
34,113,Standard Room,2200,2
35,113,Exceutive Room,4600,2
36,113,Presidential Suite,50000,3
37,113,Adjoining Rooms,4700,4
38,113,Superior room,4000,4
39,113,Deluxe Room,2800,3
40,113,Deluxe Room,2800,5
41,113,Suite,19000,5
42,113,Standard Room,2200,3
43,113,Superior room,4000,5
44,113,Family Room,2900,4
45,113,Superior room,4000,5
46,113,Deluxe Room,2800,3
47,113,Deluxe Room,2800,4
48,113,Superior room,4000,5
49,113,Superior room,4000,2
50,113,Suite,19000,5
51,113,Accessible Room,2900,4
52,113,Exceutive Room,4600,2
53,113,Deluxe Room,2800,4
54,113,Suite,19000,2
55,113,Presidential Suite,50000,4
56,113,Superior room,4000,4
57,113,Adjoining Rooms,4700,5
58,113,Family Room,2900,5
59,113,Accessible Room,2900,2
60,113,Exceutive Room,4600,4
61,113,Superior room,4000,3
62,113,Exceutive Room,4600,2
63,113,Exceutive Room,4600,5
64,113,Deluxe Room,2800,2
65,113,Family Room,2900,2
66,113,Family Room,2900,5
67,113,Exceutive Room,4600,4
68,113,Standard Room,2200,3
69,113,Standard Room,2200,2
70,113,Superior room,4000,4
71,113,Accessible Room,2900,2
72,113,Superior room,4000,2
73,113,Adjoining Rooms,4700,3
74,113,Deluxe Room,2800,4
75,113,Suite,19000,5
76,113,Exceutive Room,4600,5
77,113,Family Room,2900,4
78,113,Superior room,4000,4
79,113,Deluxe Room,2800,2
80,113,Accessible Room,2900,5
81,113,Standard Room,2200,2
82,113,Superior room,4000,3
83,113,Suite,19000,3
84,113,Superior room,4000,5
85,113,Deluxe Room,2800,5
86,113,Superior room,4000,5
87,113,Standard Room,2200,5
88,113,Family Room,2900,2
89,113,Family Room,2900,3
90,113,Deluxe Room,2800,2
91,113,Presidential Suite,50000,5
92,113,Superior room,4000,5
93,113,Adjoining Rooms,4700,4
94,113,Adjoining Rooms,4700,3
95,113,Exceutive Room,4600,2
96,113,Exceutive Room,4600,4
97,113,Presidential Suite,50000,5
98,113,Exceutive Room,4600,4
99,113,Accessible Room,2900,3
100,113,Exceutive Room,4600,2
101,113,Exceutive Room,4600,4
102,113,Exceutive Room,4600,5
103,113,Family Room,2900,3
104,113,Family Room,2900,4
105,113,Suite,19000,3
106,113,Adjoining Rooms,4700,2
107,113,Presidential Suite,50000,3
108,113,Standard Room,2200,4
109,113,Presidential Suite,50000,5
110,113,Accessible Room,2900,4
111,113,Deluxe Room,2800,4
112,113,Standard Room,2200,5
113,113,Family Room,2900,4
114,113,Exceutive Room,4600,3
115,113,Suite,19000,3
116,113,Standard Room,2200,4
117,113,Family Room,2900,3
118,113,Standard Room,2200,4
119,113,Superior room,4000,2
120,113,Exceutive Room,4600,2
121,113,Exceutive Room,4600,3
122,113,Exceutive Room,4600,4
123,113,Family Room,2900,3
124,113,Superior room,4000,5
125,113,Family Room,2900,2
126,113,Exceutive Room,4600,2
127,113,Family Room,2900,2
128,113,Standard Room,2200,5
129,113,Accessible Room,2900,3
130,113,Superior room,4000,2
131,113,Presidential Suite,50000,5
132,113,Deluxe Room,2800,5
133,113,Exceutive Room,4600,4
134,113,Standard Room,2200,4
135,113,Family Room,2900,2
136,113,Suite,19000,5
137,113,Deluxe Room,2800,5
138,113,Adjoining Rooms,4700,5
139,113,Adjoining Rooms,4700,5
1,114,Adjoining Rooms,5200,2
2,114,Exceutive Room,4800,2
3,114,Adjoining Rooms,5200,4
4,114,Deluxe Room,2500,2
5,114,Family Room,3400,4
6,114,Family Room,3400,5
7,114,Deluxe Room,2500,5
8,114,Presidential Suite,95000,4
9,114,Standard Room,1300,3
10,114,Standard Room,1300,3
11,114,Standard Room,1300,4
12,114,Accessible Room,2900,2
13,114,Family Room,3400,2
14,114,Superior room,3700,5
15,114,Standard Room,1300,3
16,114,Family Room,3400,5
17,114,Presidential Suite,95000,5
18,114,Superior room,3700,2
19,114,Accessible Room,2900,3
20,114,Adjoining Rooms,5200,5
21,114,Accessible Room,2900,5
22,114,Superior room,3700,5
23,114,Exceutive Room,4800,5
24,114,Exceutive Room,4800,2
25,114,Exceutive Room,4800,2
26,114,Family Room,3400,4
27,114,Exceutive Room,4800,5
28,114,Superior room,3700,3
29,114,Superior room,3700,4
30,114,Presidential Suite,95000,5
31,114,Family Room,3400,4
32,114,Exceutive Room,4800,2
33,114,Superior room,3700,3
34,114,Suite,25000,3
35,114,Suite,25000,2
36,114,Standard Room,1300,3
37,114,Superior room,3700,2
38,114,Exceutive Room,4800,2
39,114,Adjoining Rooms,5200,4
40,114,Deluxe Room,2500,4
41,114,Deluxe Room,2500,4
42,114,Standard Room,1300,5
43,114,Presidential Suite,95000,3
44,114,Superior room,3700,3
45,114,Standard Room,1300,3
46,114,Superior room,3700,3
47,114,Superior room,3700,2
48,114,Family Room,3400,5
49,114,Deluxe Room,2500,3
50,114,Deluxe Room,2500,2
51,114,Presidential Suite,95000,3
52,114,Presidential Suite,95000,5
53,114,Standard Room,1300,4
54,114,Standard Room,1300,5
55,114,Standard Room,1300,3
56,114,Family Room,3400,5
57,114,Family Room,3400,4
58,114,Family Room,3400,4
59,114,Superior room,3700,5
60,114,Exceutive Room,4800,4
61,114,Exceutive Room,4800,3
62,114,Family Room,3400,5
63,114,Exceutive Room,4800,3
64,114,Accessible Room,2900,5
65,114,Deluxe Room,2500,5
66,114,Accessible Room,2900,3
67,114,Family Room,3400,2
68,114,Deluxe Room,2500,4
69,114,Superior room,3700,2
70,114,Accessible Room,2900,3
71,114,Exceutive Room,4800,5
72,114,Presidential Suite,95000,2
73,114,Standard Room,1300,2
74,114,Suite,25000,3
75,114,Family Room,3400,3
76,114,Deluxe Room,2500,5
77,114,Standard Room,1300,5
78,114,Standard Room,1300,2
79,114,Accessible Room,2900,4
80,114,Exceutive Room,4800,3
81,114,Superior room,3700,3
82,114,Adjoining Rooms,5200,3
83,114,Presidential Suite,95000,4
84,114,Standard Room,1300,4
85,114,Exceutive Room,4800,4
86,114,Standard Room,1300,3
87,114,Family Room,3400,3
88,114,Exceutive Room,4800,3
89,114,Suite,25000,3
90,114,Suite,25000,3
91,114,Superior room,3700,2
92,114,Family Room,3400,2
93,114,Superior room,3700,4
94,114,Deluxe Room,2500,3
95,114,Exceutive Room,4800,4
96,114,Standard Room,1300,5
97,114,Family Room,3400,3
