Class_Name,Price,Capacity,Class_Code,Train_ID
894_CC,1165,418,CC,894
894_EC,2656,282,EC,894
895_SLP,287,284,SLP,895
895_3AC,646,428,3AC,895
895_CC,1421,379,CC,895
895_EC,2116,240,EC,895
896_SLP,435,305,SLP,896
896_3AC,646,364,3AC,896
896_CC,1370,477,CC,896
896_EC,1897,268,EC,896
897_SLP,393,272,SLP,897
897_3AC,521,208,3AC,897
897_CC,1141,466,CC,897
897_EC,2502,248,EC,897
898_SLP,480,439,SLP,898
898_3AC,631,479,3AC,898
898_CC,1453,219,CC,898
898_EC,2051,206,EC,898
899_SLP,276,261,SLP,899
899_3AC,691,289,3AC,899
899_CC,1131,200,CC,899
899_EC,1714,396,EC,899
900_SLP,343,431,SLP,900
900_3AC,804,234,3AC,900
900_CC,1026,258,CC,900
900_EC,2202,466,EC,900
901_SLP,408,260,SLP,901
901_3AC,724,373,3AC,901
901_CC,1181,390,CC,901
901_EC,1713,355,EC,901
902_SLP,458,397,SLP,902
902_3AC,975,286,3AC,902
902_CC,1023,427,CC,902
902_EC,2416,368,EC,902
903_SLP,472,297,SLP,903
903_3AC,519,468,3AC,903
903_CC,1152,341,CC,903
903_EC,2195,223,EC,903
904_SLP,419,348,SLP,904
904_3AC,759,281,3AC,904
904_CC,1263,481,CC,904
904_EC,1644,333,EC,904
905_SLP,470,239,SLP,905
905_3AC,739,357,3AC,905
905_CC,1049,330,CC,905
905_EC,1512,266,EC,905
906_SLP,455,356,SLP,906
906_3AC,1000,410,3AC,906
906_CC,1432,244,CC,906
906_EC,2955,411,EC,906
907_SLP,364,473,SLP,907
907_3AC,817,317,3AC,907
907_CC,1355,389,CC,907
907_EC,2680,390,EC,907
908_SLP,255,359,SLP,908
908_3AC,637,228,3AC,908
908_CC,1359,337,CC,908
908_EC,2220,396,EC,908
909_SLP,271,368,SLP,909
909_3AC,957,255,3AC,909
909_CC,1288,219,CC,909
909_EC,2675,296,EC,909
910_SLP,308,218,SLP,910
910_3AC,574,372,3AC,910
910_CC,1103,251,CC,910
910_EC,2789,449,EC,910
911_SLP,279,373,SLP,911
911_3AC,760,209,3AC,911
911_CC,1333,467,CC,911
911_EC,2474,443,EC,911
912_SLP,399,342,SLP,912
912_3AC,966,259,3AC,912
912_CC,1295,459,CC,912
912_EC,2535,433,EC,912
913_SLP,483,477,SLP,913
913_3AC,796,352,3AC,913
913_CC,1225,467,CC,913
913_EC,1747,284,EC,913
914_SLP,329,370,SLP,914
914_3AC,996,260,3AC,914
914_CC,1065,344,CC,914
914_EC,1639,370,EC,914
915_SLP,453,379,SLP,915
915_3AC,722,255,3AC,915
915_CC,1107,456,CC,915
915_EC,2207,268,EC,915
916_SLP,343,406,SLP,916
916_3AC,771,421,3AC,916
916_CC,1290,367,CC,916
916_EC,2167,341,EC,916
917_SLP,472,254,SLP,917
917_3AC,753,420,3AC,917
917_CC,1227,269,CC,917
917_EC,1620,402,EC,917
918_SLP,324,331,SLP,918
918_3AC,717,458,3AC,918
918_CC,1314,225,CC,918
918_EC,2460,471,EC,918
919_SLP,454,408,SLP,919
919_3AC,760,324,3AC,919
919_CC,1115,405,CC,919
919_EC,2662,354,EC,919
920_SLP,480,291,SLP,920
920_3AC,704,367,3AC,920
920_CC,1399,240,CC,920
920_EC,1656,328,EC,920
921_SLP,299,392,SLP,921
921_3AC,647,286,3AC,921
921_CC,1327,299,CC,921
921_EC,2434,250,EC,921
922_SLP,387,207,SLP,922
922_3AC,532,450,3AC,922
922_CC,1238,459,CC,922
922_EC,2794,373,EC,922
923_SLP,367,295,SLP,923
923_3AC,634,320,3AC,923
923_CC,1411,232,CC,923
923_EC,2812,360,EC,923
924_SLP,339,348,SLP,924
924_3AC,856,378,3AC,924
924_CC,1098,384,CC,924
924_EC,1606,370,EC,924
925_SLP,423,500,SLP,925
925_3AC,860,393,3AC,925
925_CC,1370,450,CC,925
925_EC,1564,321,EC,925
926_SLP,324,461,SLP,926
926_3AC,1000,254,3AC,926
926_CC,1011,246,CC,926
926_EC,1921,496,EC,926
927_SLP,300,466,SLP,927
927_3AC,902,316,3AC,927
927_CC,1347,234,CC,927
927_EC,2547,450,EC,927
928_SLP,335,211,SLP,928
928_3AC,740,263,3AC,928
928_CC,1460,390,CC,928
928_EC,2581,479,EC,928
929_SLP,375,310,SLP,929
929_3AC,727,265,3AC,929
929_CC,1264,273,CC,929
929_EC,2160,279,EC,929
930_SLP,283,218,SLP,930
930_3AC,949,207,3AC,930
930_CC,1249,419,CC,930
930_EC,2030,236,EC,930
931_SLP,458,205,SLP,931
931_3AC,649,492,3AC,931
931_CC,1020,428,CC,931
931_EC,2830,294,EC,931
932_SLP,333,345,SLP,932
932_3AC,724,212,3AC,932
932_CC,1283,224,CC,932
932_EC,1772,483,EC,932
933_SLP,421,452,SLP,933
933_3AC,741,389,3AC,933
933_CC,1256,270,CC,933
933_EC,1802,207,EC,933
934_SLP,428,213,SLP,934
934_3AC,774,441,3AC,934
934_CC,1490,266,CC,934
934_EC,1762,286,EC,934
935_SLP,346,440,SLP,935
935_3AC,579,208,3AC,935
935_CC,1223,335,CC,935
935_EC,2710,466,EC,935
936_SLP,354,241,SLP,936
936_3AC,710,240,3AC,936
936_CC,1342,488,CC,936
936_EC,2683,489,EC,936
937_SLP,456,202,SLP,937
937_3AC,965,497,3AC,937
937_CC,1167,239,CC,937
937_EC,2440,220,EC,937
938_SLP,456,409,SLP,938
938_3AC,917,472,3AC,938
938_CC,1113,470,CC,938
938_EC,2570,381,EC,938
939_SLP,351,499,SLP,939
939_3AC,672,247,3AC,939
939_CC,1030,217,CC,939
939_EC,2908,421,EC,939
940_SLP,388,302,SLP,940
940_3AC,802,484,3AC,940
940_CC,1227,456,CC,940
940_EC,2264,460,EC,940
941_SLP,279,297,SLP,941
941_3AC,527,386,3AC,941
941_CC,1210,397,CC,941
941_EC,2846,486,EC,941
942_SLP,377,460,SLP,942
942_3AC,918,250,3AC,942
942_CC,1188,466,CC,942
942_EC,2442,410,EC,942
943_SLP,403,326,SLP,943
943_3AC,561,463,3AC,943
943_CC,1467,350,CC,943
943_EC,2409,367,EC,943
944_SLP,492,321,SLP,944
944_3AC,584,391,3AC,944
944_CC,1192,417,CC,944
944_EC,2903,436,EC,944
945_SLP,337,440,SLP,945
945_3AC,950,293,3AC,945
945_CC,1475,454,CC,945
945_EC,2897,310,EC,945
946_SLP,481,268,SLP,946
946_3AC,845,478,3AC,946
946_CC,1147,483,CC,946
946_EC,2565,300,EC,946
947_SLP,408,316,SLP,947
947_3AC,674,343,3AC,947
947_CC,1011,264,CC,947
947_EC,2627,348,EC,947
948_SLP,447,389,SLP,948
948_3AC,516,405,3AC,948
948_CC,1088,311,CC,948
948_EC,2662,410,EC,948
949_SLP,307,437,SLP,949
949_3AC,838,313,3AC,949
949_CC,1185,383,CC,949
949_EC,2782,200,EC,949
950_SLP,425,312,SLP,950
950_3AC,933,243,3AC,950
950_CC,1201,455,CC,950
950_EC,2716,448,EC,950
951_SLP,417,412,SLP,951
951_3AC,693,299,3AC,951
951_CC,1374,482,CC,951
951_EC,1536,423,EC,951
952_SLP,279,360,SLP,952
952_3AC,880,443,3AC,952
952_CC,1067,446,CC,952
952_EC,1661,489,EC,952
953_SLP,457,405,SLP,953
953_3AC,953,413,3AC,953
953_CC,1096,402,CC,953
953_EC,1842,343,EC,953
954_SLP,328,270,SLP,954
954_3AC,555,464,3AC,954
954_CC,1009,393,CC,954
954_EC,1594,392,EC,954
955_SLP,297,260,SLP,955
955_3AC,793,401,3AC,955
955_CC,1139,238,CC,955
955_EC,2037,417,EC,955
956_SLP,389,212,SLP,956
956_3AC,760,406,3AC,956
956_CC,1441,431,CC,956
956_EC,2919,475,EC,956
957_SLP,336,215,SLP,957
957_3AC,549,379,3AC,957
957_CC,1246,395,CC,957
957_EC,2492,452,EC,957
958_SLP,333,384,SLP,958
958_3AC,793,217,3AC,958
958_CC,1011,414,CC,958
958_EC,2903,497,EC,958
959_SLP,478,444,SLP,959
959_3AC,938,397,3AC,959
959_CC,1316,311,CC,959
959_EC,2998,278,EC,959
960_SLP,332,376,SLP,960
960_3AC,791,483,3AC,960
960_CC,1328,259,CC,960
960_EC,2190,251,EC,960
961_SLP,463,333,SLP,961
961_3AC,869,409,3AC,961
961_CC,1194,275,CC,961
961_EC,2755,233,EC,961
962_SLP,351,236,SLP,962
962_3AC,867,354,3AC,962
962_CC,1299,383,CC,962
962_EC,2863,276,EC,962
963_SLP,303,283,SLP,963
963_3AC,525,413,3AC,963
963_CC,1380,420,CC,963
963_EC,2895,384,EC,963
964_SLP,416,233,SLP,964
964_3AC,657,384,3AC,964
964_CC,1265,238,CC,964
964_EC,1966,253,EC,964
965_SLP,467,344,SLP,965
965_3AC,602,211,3AC,965
965_CC,1494,469,CC,965
965_EC,1798,300,EC,965
966_SLP,429,444,SLP,966
966_3AC,573,301,3AC,966
966_CC,1481,205,CC,966
966_EC,1751,250,EC,966
967_SLP,380,244,SLP,967
967_3AC,769,416,3AC,967
967_CC,1053,386,CC,967
967_EC,1764,439,EC,967
968_SLP,475,214,SLP,968
968_3AC,841,453,3AC,968
968_CC,1159,468,CC,968
968_EC,2792,371,EC,968
969_SLP,259,466,SLP,969
969_3AC,606,248,3AC,969
969_CC,1105,352,CC,969
969_EC,1869,496,EC,969
970_SLP,269,312,SLP,970
970_3AC,711,318,3AC,970
970_CC,1415,276,CC,970
970_EC,1691,471,EC,970
971_SLP,410,206,SLP,971
971_3AC,632,409,3AC,971
971_CC,1037,258,CC,971
971_EC,2307,488,EC,971
972_SLP,277,440,SLP,972
972_3AC,539,247,3AC,972
972_CC,1326,351,CC,972
972_EC,1647,472,EC,972
973_SLP,483,352,SLP,973
973_3AC,761,414,3AC,973
973_CC,1101,483,CC,973
973_EC,1815,204,EC,973
974_SLP,305,313,SLP,974
974_3AC,815,488,3AC,974
974_CC,1461,278,CC,974
974_EC,2394,335,EC,974
975_SLP,354,420,SLP,975
975_3AC,614,290,3AC,975
975_CC,1114,377,CC,975
975_EC,2171,281,EC,975
976_SLP,449,255,SLP,976
976_3AC,762,385,3AC,976
976_CC,1086,433,CC,976
976_EC,2516,299,EC,976
977_SLP,392,261,SLP,977
977_3AC,636,491,3AC,977
977_CC,1463,470,CC,977
977_EC,2969,203,EC,977
978_SLP,479,345,SLP,978
978_3AC,691,350,3AC,978
978_CC,1372,374,CC,978
978_EC,2006,263,EC,978
979_SLP,432,266,SLP,979
979_3AC,508,383,3AC,979
979_CC,1393,219,CC,979
979_EC,2205,434,EC,979
980_SLP,455,260,SLP,980
980_3AC,653,312,3AC,980
980_CC,1239,246,CC,980
980_EC,1763,353,EC,980
981_SLP,356,437,SLP,981
981_3AC,871,267,3AC,981
981_CC,1126,459,CC,981
981_EC,2197,307,EC,981
982_SLP,380,206,SLP,982
982_3AC,655,338,3AC,982
982_CC,1041,342,CC,982
982_EC,2693,266,EC,982
983_SLP,483,420,SLP,983
983_3AC,599,314,3AC,983
983_CC,1485,434,CC,983
983_EC,2366,496,EC,983
984_SLP,416,382,SLP,984
984_3AC,752,455,3AC,984
984_CC,1356,340,CC,984
984_EC,2441,248,EC,984
985_SLP,264,261,SLP,985
985_3AC,601,231,3AC,985
985_CC,1339,292,CC,985
985_EC,2613,280,EC,985
986_SLP,272,454,SLP,986
986_3AC,792,381,3AC,986
986_CC,1231,378,CC,986
986_EC,1775,398,EC,986
987_SLP,430,330,SLP,987
987_3AC,695,449,3AC,987
987_CC,1165,276,CC,987
987_EC,1878,454,EC,987
988_SLP,272,416,SLP,988
988_3AC,721,397,3AC,988
988_CC,1330,242,CC,988
988_EC,2979,333,EC,988
989_SLP,428,332,SLP,989
989_3AC,615,315,3AC,989
989_CC,1458,353,CC,989
989_EC,1996,470,EC,989
990_SLP,284,202,SLP,990
990_3AC,559,495,3AC,990
990_CC,1089,390,CC,990
990_EC,1800,448,EC,990
991_SLP,266,490,SLP,991
991_3AC,1000,473,3AC,991
991_CC,1495,497,CC,991
991_EC,2519,336,EC,991
992_SLP,395,456,SLP,992
992_3AC,807,467,3AC,992
992_CC,1055,427,CC,992
992_EC,2406,345,EC,992
993_SLP,445,261,SLP,993
993_3AC,676,386,3AC,993
993_CC,1491,301,CC,993
993_EC,2067,430,EC,993
994_SLP,495,287,SLP,994
994_3AC,745,427,3AC,994
994_CC,1052,206,CC,994
994_EC,2000,365,EC,994
995_SLP,366,444,SLP,995
995_3AC,870,464,3AC,995
995_CC,1053,352,CC,995
995_EC,2841,473,EC,995
996_SLP,372,272,SLP,996
996_3AC,527,240,3AC,996
996_CC,1238,217,CC,996
996_EC,1696,402,EC,996
997_SLP,443,216,SLP,997
997_3AC,796,417,3AC,997
997_CC,1019,444,CC,997
997_EC,1981,255,EC,997
998_SLP,270,217,SLP,998
998_3AC,618,380,3AC,998
998_CC,1357,384,CC,998
998_EC,2126,239,EC,998
999_SLP,344,325,SLP,999
999_3AC,509,453,3AC,999
999_CC,1426,283,CC,999
999_EC,2796,314,EC,999
1000_SLP,366,246,SLP,1000
1000_3AC,998,425,3AC,1000
1000_CC,1233,492,CC,1000
1000_EC,1956,478,EC,1000
1001_SLP,310,432,SLP,1001
1001_3AC,656,378,3AC,1001
1001_CC,1280,464,CC,1001
1001_EC,2480,303,EC,1001
1002_SLP,345,350,SLP,1002
1002_3AC,854,341,3AC,1002
1002_CC,1181,258,CC,1002
1002_EC,2739,354,EC,1002
1003_SLP,454,269,SLP,1003
1003_3AC,911,459,3AC,1003
1003_CC,1162,338,CC,1003
1003_EC,1792,286,EC,1003
1004_SLP,276,376,SLP,1004
1004_3AC,794,310,3AC,1004
1004_CC,1290,368,CC,1004
1004_EC,1719,345,EC,1004
1005_SLP,252,486,SLP,1005
1005_3AC,884,293,3AC,1005
1005_CC,1407,401,CC,1005
1005_EC,2211,209,EC,1005
1006_SLP,390,459,SLP,1006
1006_3AC,526,269,3AC,1006
1006_CC,1339,460,CC,1006
1006_EC,2882,322,EC,1006
1007_SLP,433,400,SLP,1007
1007_3AC,634,316,3AC,1007
1007_CC,1417,312,CC,1007
1007_EC,2816,411,EC,1007
1008_SLP,474,499,SLP,1008
1008_3AC,910,276,3AC,1008
1008_CC,1437,417,CC,1008
1008_EC,2063,473,EC,1008
1009_SLP,347,277,SLP,1009
1009_3AC,585,461,3AC,1009
1009_CC,1345,235,CC,1009
1009_EC,2587,327,EC,1009
1010_SLP,418,356,SLP,1010
1010_3AC,583,378,3AC,1010
1010_CC,1402,364,CC,1010
1010_EC,2612,465,EC,1010
1011_SLP,353,293,SLP,1011
1011_3AC,699,349,3AC,1011
1011_CC,1436,247,CC,1011
1011_EC,1891,346,EC,1011
1012_SLP,500,406,SLP,1012
1012_3AC,853,209,3AC,1012
1012_CC,1235,232,CC,1012
1012_EC,2384,242,EC,1012
1013_SLP,278,282,SLP,1013
1013_3AC,867,352,3AC,1013
1013_CC,1268,201,CC,1013
1013_EC,2325,234,EC,1013
1014_SLP,412,200,SLP,1014
1014_3AC,795,468,3AC,1014
1014_CC,1389,450,CC,1014
1014_EC,2507,213,EC,1014
1015_SLP,269,294,SLP,1015
1015_3AC,904,276,3AC,1015
1015_CC,1123,389,CC,1015
1015_EC,2178,335,EC,1015
1016_SLP,375,386,SLP,1016
1016_3AC,732,422,3AC,1016
1016_CC,1380,234,CC,1016
1016_EC,2510,351,EC,1016
1017_SLP,390,444,SLP,1017
1017_3AC,630,317,3AC,1017
1017_CC,1382,480,CC,1017
1017_EC,1636,453,EC,1017
1018_SLP,292,290,SLP,1018
1018_3AC,867,428,3AC,1018
1018_CC,1291,483,CC,1018
1018_EC,1929,379,EC,1018
1019_SLP,257,292,SLP,1019
1019_3AC,805,389,3AC,1019
1019_CC,1350,232,CC,1019
1019_EC,2471,337,EC,1019
1020_SLP,417,321,SLP,1020
1020_3AC,664,486,3AC,1020
1020_CC,1371,224,CC,1020
1020_EC,1641,349,EC,1020
1021_SLP,477,472,SLP,1021
1021_3AC,908,262,3AC,1021
1021_CC,1006,392,CC,1021
1021_EC,2109,217,EC,1021
1022_SLP,363,250,SLP,1022
1022_3AC,851,446,3AC,1022
1022_CC,1370,241,CC,1022
1022_EC,2179,298,EC,1022
1023_SLP,367,377,SLP,1023
1023_3AC,600,426,3AC,1023
1023_CC,1317,428,CC,1023
1023_EC,2744,306,EC,1023
1024_SLP,257,427,SLP,1024
1024_3AC,803,401,3AC,1024
1024_CC,1109,379,CC,1024
1024_EC,1824,239,EC,1024
1025_SLP,495,490,SLP,1025
1025_3AC,722,357,3AC,1025
1025_CC,1253,259,CC,1025
1025_EC,2140,469,EC,1025
1026_SLP,278,307,SLP,1026
1026_3AC,849,201,3AC,1026
1026_CC,1011,469,CC,1026
1026_EC,1860,431,EC,1026
1027_SLP,308,234,SLP,1027
1027_3AC,923,371,3AC,1027
1027_CC,1373,215,CC,1027
1027_EC,2987,448,EC,1027
1028_SLP,390,362,SLP,1028
1028_3AC,528,413,3AC,1028
1028_CC,1413,429,CC,1028
1028_EC,2219,304,EC,1028
1029_SLP,280,277,SLP,1029
1029_3AC,620,381,3AC,1029
1029_CC,1145,250,CC,1029
1029_EC,2486,438,EC,1029
1030_SLP,374,263,SLP,1030
1030_3AC,957,227,3AC,1030
1030_CC,1022,387,CC,1030
1030_EC,2414,308,EC,1030
1031_SLP,496,464,SLP,1031
1031_3AC,915,344,3AC,1031
1031_CC,1479,407,CC,1031
1031_EC,2915,312,EC,1031
1032_SLP,297,227,SLP,1032
1032_3AC,945,328,3AC,1032
1032_CC,1046,490,CC,1032
1032_EC,2030,350,EC,1032
1033_SLP,285,404,SLP,1033
1033_3AC,856,471,3AC,1033
1033_CC,1397,247,CC,1033
1033_EC,1992,429,EC,1033
1034_SLP,390,329,SLP,1034
1034_3AC,809,235,3AC,1034
1034_CC,1373,329,CC,1034
1034_EC,2046,258,EC,1034
1035_SLP,369,208,SLP,1035
1035_3AC,785,356,3AC,1035
1035_CC,1171,329,CC,1035
1035_EC,1833,296,EC,1035
1036_SLP,353,244,SLP,1036
1036_3AC,946,301,3AC,1036
1036_CC,1158,337,CC,1036
1036_EC,1575,484,EC,1036
1037_SLP,267,473,SLP,1037
1037_3AC,615,236,3AC,1037
1037_CC,1186,427,CC,1037
1037_EC,2831,252,EC,1037
1038_SLP,301,205,SLP,1038
1038_3AC,646,318,3AC,1038
1038_CC,1195,382,CC,1038
1038_EC,2231,329,EC,1038
1039_SLP,485,320,SLP,1039
1039_3AC,835,375,3AC,1039
1039_CC,1127,245,CC,1039
1039_EC,2239,244,EC,1039
1040_SLP,277,366,SLP,1040
1040_3AC,798,389,3AC,1040
1040_CC,1323,332,CC,1040
1040_EC,2396,315,EC,1040
1041_SLP,328,251,SLP,1041
1041_3AC,505,212,3AC,1041
1041_CC,1234,428,CC,1041
1041_EC,1869,491,EC,1041
1042_SLP,339,460,SLP,1042
1042_3AC,955,423,3AC,1042
1042_CC,1467,255,CC,1042
1042_EC,1998,372,EC,1042
1043_SLP,323,472,SLP,1043
1043_3AC,940,481,3AC,1043
1043_CC,1209,431,CC,1043
1043_EC,1874,413,EC,1043
1044_SLP,490,276,SLP,1044
1044_3AC,550,390,3AC,1044
1044_CC,1219,376,CC,1044
1044_EC,2070,319,EC,1044
1045_SLP,359,337,SLP,1045
1045_3AC,902,205,3AC,1045
1045_CC,1357,254,CC,1045
1045_EC,1868,385,EC,1045
1046_SLP,258,483,SLP,1046
1046_3AC,620,295,3AC,1046
1046_CC,1208,408,CC,1046
1046_EC,2235,360,EC,1046
1047_SLP,285,201,SLP,1047
1047_3AC,510,449,3AC,1047
1047_CC,1136,331,CC,1047
1047_EC,2887,247,EC,1047
1048_SLP,483,417,SLP,1048
1048_3AC,861,218,3AC,1048
1048_CC,1342,392,CC,1048
1048_EC,2910,347,EC,1048
1049_SLP,254,254,SLP,1049
1049_3AC,810,429,3AC,1049
1049_CC,1202,441,CC,1049
1049_EC,2810,233,EC,1049
1050_SLP,308,496,SLP,1050
1050_3AC,764,279,3AC,1050
1050_CC,1333,435,CC,1050
1050_EC,2707,457,EC,1050
1051_SLP,438,273,SLP,1051
1051_3AC,650,249,3AC,1051
1051_CC,1109,483,CC,1051
1051_EC,2569,375,EC,1051
1052_SLP,352,243,SLP,1052
1052_3AC,771,228,3AC,1052
1052_CC,1313,372,CC,1052
1052_EC,2774,346,EC,1052
1053_SLP,421,249,SLP,1053
1053_3AC,997,442,3AC,1053
1053_CC,1254,384,CC,1053
1053_EC,2858,235,EC,1053
1054_SLP,410,210,SLP,1054
1054_3AC,944,326,3AC,1054
1054_CC,1135,415,CC,1054
1054_EC,2949,420,EC,1054
1055_SLP,349,332,SLP,1055
1055_3AC,969,471,3AC,1055
1055_CC,1044,483,CC,1055
1055_EC,2419,352,EC,1055
1056_SLP,465,218,SLP,1056
1056_3AC,956,361,3AC,1056
1056_CC,1260,296,CC,1056
1056_EC,2606,411,EC,1056
1057_SLP,268,483,SLP,1057
1057_3AC,702,299,3AC,1057
1057_CC,1210,341,CC,1057
1057_EC,2814,263,EC,1057
1058_SLP,500,444,SLP,1058
1058_3AC,820,218,3AC,1058
1058_CC,1298,452,CC,1058
1058_EC,2066,449,EC,1058
1059_SLP,414,218,SLP,1059
1059_3AC,610,238,3AC,1059
1059_CC,1048,431,CC,1059
1059_EC,2950,452,EC,1059
1060_SLP,369,408,SLP,1060
1060_3AC,836,458,3AC,1060
1060_CC,1422,315,CC,1060
1060_EC,2454,282,EC,1060
1061_SLP,271,376,SLP,1061
1061_3AC,530,282,3AC,1061
1061_CC,1238,225,CC,1061
1061_EC,2102,499,EC,1061
1062_SLP,424,372,SLP,1062
1062_3AC,641,235,3AC,1062
1062_CC,1083,463,CC,1062
1062_EC,1702,482,EC,1062
1063_SLP,355,388,SLP,1063
1063_3AC,644,367,3AC,1063
1063_CC,1044,203,CC,1063
1063_EC,1674,391,EC,1063
1064_SLP,477,207,SLP,1064
1064_3AC,744,363,3AC,1064
1064_CC,1315,487,CC,1064
1064_EC,2617,200,EC,1064
1065_SLP,487,291,SLP,1065
1065_3AC,854,325,3AC,1065
1065_CC,1101,204,CC,1065
1065_EC,2074,446,EC,1065
1066_SLP,326,279,SLP,1066
1066_3AC,716,275,3AC,1066
1066_CC,1017,479,CC,1066
1066_EC,2219,406,EC,1066
1067_SLP,272,355,SLP,1067
1067_3AC,979,210,3AC,1067
1067_CC,1480,224,CC,1067
1067_EC,1832,280,EC,1067
1068_SLP,385,226,SLP,1068
1068_3AC,993,205,3AC,1068
1068_CC,1444,284,CC,1068
1068_EC,2338,353,EC,1068
1069_SLP,262,256,SLP,1069
1069_3AC,661,439,3AC,1069
1069_CC,1208,290,CC,1069
1069_EC,2907,213,EC,1069
1070_SLP,352,479,SLP,1070
1070_3AC,949,280,3AC,1070
1070_CC,1025,318,CC,1070
1070_EC,2186,451,EC,1070
1071_SLP,286,443,SLP,1071
1071_3AC,801,495,3AC,1071
1071_CC,1131,307,CC,1071
1071_EC,2911,228,EC,1071
1072_SLP,481,472,SLP,1072
1072_3AC,577,450,3AC,1072
1072_CC,1187,290,CC,1072
1072_EC,2891,332,EC,1072
1073_SLP,394,323,SLP,1073
1073_3AC,695,217,3AC,1073
1073_CC,1410,437,CC,1073
1073_EC,1544,403,EC,1073
1074_SLP,469,450,SLP,1074
1074_3AC,646,298,3AC,1074
1074_CC,1302,419,CC,1074
1074_EC,1550,387,EC,1074
1075_SLP,460,305,SLP,1075
1075_3AC,659,333,3AC,1075
1075_CC,1048,430,CC,1075
1075_EC,1575,494,EC,1075
1076_SLP,429,323,SLP,1076
1076_3AC,930,434,3AC,1076
1076_CC,1200,221,CC,1076
1076_EC,1634,427,EC,1076
1077_SLP,403,397,SLP,1077
1077_3AC,555,301,3AC,1077
1077_CC,1341,447,CC,1077
1077_EC,2463,440,EC,1077
1078_SLP,416,265,SLP,1078
1078_3AC,875,329,3AC,1078
1078_CC,1002,454,CC,1078
1078_EC,1901,310,EC,1078
1079_SLP,459,295,SLP,1079
1079_3AC,804,466,3AC,1079
1079_CC,1497,428,CC,1079
1079_EC,2082,226,EC,1079
1080_SLP,279,253,SLP,1080
1080_3AC,763,286,3AC,1080
1080_CC,1117,309,CC,1080
1080_EC,2176,399,EC,1080
1081_SLP,421,410,SLP,1081
1081_3AC,663,325,3AC,1081
1081_CC,1417,325,CC,1081
1081_EC,2354,289,EC,1081
1082_SLP,289,322,SLP,1082
1082_3AC,926,307,3AC,1082
1082_CC,1040,472,CC,1082
1082_EC,2955,364,EC,1082
1083_SLP,255,242,SLP,1083
1083_3AC,822,479,3AC,1083
1083_CC,1331,422,CC,1083
1083_EC,2592,265,EC,1083
1084_SLP,403,408,SLP,1084
1084_3AC,775,469,3AC,1084
1084_CC,1490,385,CC,1084
1084_EC,2464,395,EC,1084
1085_SLP,442,350,SLP,1085
1085_3AC,956,437,3AC,1085
1085_CC,1277,225,CC,1085
1085_EC,2982,207,EC,1085
1086_SLP,408,430,SLP,1086
1086_3AC,806,498,3AC,1086
1086_CC,1384,292,CC,1086
1086_EC,1912,498,EC,1086
1087_SLP,321,395,SLP,1087
1087_3AC,981,432,3AC,1087
1087_CC,1124,254,CC,1087
1087_EC,1560,308,EC,1087
1088_SLP,426,297,SLP,1088
1088_3AC,992,267,3AC,1088
1088_CC,1289,470,CC,1088
1088_EC,2162,429,EC,1088
1089_SLP,438,240,SLP,1089
1089_3AC,944,231,3AC,1089
1089_CC,1205,267,CC,1089
1089_EC,2796,246,EC,1089
1090_SLP,257,491,SLP,1090
1090_3AC,570,417,3AC,1090
1090_CC,1323,421,CC,1090
1090_EC,1655,302,EC,1090
1091_SLP,280,291,SLP,1091
1091_3AC,706,379,3AC,1091
1091_CC,1354,361,CC,1091
1091_EC,2679,246,EC,1091
1092_SLP,301,326,SLP,1092
1092_3AC,596,259,3AC,1092
1092_CC,1181,237,CC,1092
1092_EC,2294,337,EC,1092
1093_SLP,500,265,SLP,1093
1093_3AC,888,301,3AC,1093
1093_CC,1015,206,CC,1093
1093_EC,2824,474,EC,1093
1094_SLP,355,494,SLP,1094
1094_3AC,730,339,3AC,1094
1094_CC,1084,464,CC,1094
1094_EC,1512,441,EC,1094
1095_SLP,480,498,SLP,1095
1095_3AC,668,379,3AC,1095
1095_CC,1265,387,CC,1095
1095_EC,2662,218,EC,1095
1096_SLP,500,350,SLP,1096
1096_3AC,500,245,3AC,1096
1096_CC,1397,221,CC,1096
1096_EC,2362,455,EC,1096
1097_SLP,444,452,SLP,1097
1097_3AC,852,380,3AC,1097
1097_CC,1229,437,CC,1097
1097_EC,2704,286,EC,1097
1098_SLP,326,369,SLP,1098
1098_3AC,949,260,3AC,1098
1098_CC,1189,474,CC,1098
1098_EC,2492,280,EC,1098
1099_SLP,301,323,SLP,1099
1099_3AC,929,262,3AC,1099
1099_CC,1073,464,CC,1099
1099_EC,2672,494,EC,1099
1100_SLP,330,488,SLP,1100
1100_3AC,864,410,3AC,1100
1100_CC,1053,458,CC,1100
1100_EC,2662,289,EC,1100
1101_SLP,322,286,SLP,1101
1101_3AC,941,393,3AC,1101
1101_CC,1124,327,CC,1101
1101_EC,2276,321,EC,1101
1102_SLP,286,258,SLP,1102
1102_3AC,643,371,3AC,1102
1102_CC,1465,288,CC,1102
1102_EC,2081,474,EC,1102
1103_SLP,377,462,SLP,1103
1103_3AC,850,411,3AC,1103
1103_CC,1436,298,CC,1103
1103_EC,1735,257,EC,1103
1104_SLP,482,392,SLP,1104
1104_3AC,611,290,3AC,1104
1104_CC,1387,422,CC,1104
1104_EC,2128,405,EC,1104
1105_SLP,292,400,SLP,1105
1105_3AC,792,444,3AC,1105
1105_CC,1469,495,CC,1105
1105_EC,2715,340,EC,1105
